geo_name,age_group,pop,country
Renosterberg (NC075),55-59 years,541.0998801101791,SOUTH AFRICA
Renosterberg (NC075),60-64 years,489.9721947005502,SOUTH AFRICA
Renosterberg (NC075),65-69 years,367.3709035971002,SOUTH AFRICA
Renosterberg (NC075),70-74 years,335.81810109348805,SOUTH AFRICA
Renosterberg (NC075),75+ years,327.25515924535955,SOUTH AFRICA
Thembelihle (NC076),25-29 years,1455.301659785424,SOUTH AFRICA
Thembelihle (NC076),30-34 years,1408.6753121898864,SOUTH AFRICA
Thembelihle (NC076),35-39 years,1192.8762667150427,SOUTH AFRICA
Thembelihle (NC076),40-44 years,1059.8155909332863,SOUTH AFRICA
Thembelihle (NC076),45-49 years,939.7308620653412,SOUTH AFRICA
Thembelihle (NC076),50-54 years,918.007451251654,SOUTH AFRICA
Thembelihle (NC076),55-59 years,617.2125001629636,SOUTH AFRICA
Thembelihle (NC076),60-64 years,537.2948100154445,SOUTH AFRICA
Thembelihle (NC076),65-69 years,458.49623220234463,SOUTH AFRICA
Thembelihle (NC076),70-74 years,435.0671235313991,SOUTH AFRICA
Thembelihle (NC076),75+ years,827.4841595912836,SOUTH AFRICA
Siyathemba (NC077),25-29 years,1781.5811448726959,SOUTH AFRICA
Siyathemba (NC077),30-34 years,1885.7903860693618,SOUTH AFRICA
Siyathemba (NC077),35-39 years,1446.552973988796,SOUTH AFRICA
Siyathemba (NC077),40-44 years,1351.5770371060562,SOUTH AFRICA
Siyathemba (NC077),45-49 years,1267.785223500609,SOUTH AFRICA
Siyathemba (NC077),50-54 years,1225.6212068223494,SOUTH AFRICA
Siyathemba (NC077),55-59 years,969.7256686703627,SOUTH AFRICA
Siyathemba (NC077),60-64 years,833.2635104689566,SOUTH AFRICA
Siyathemba (NC077),65-69 years,687.9223313869634,SOUTH AFRICA
Siyathemba (NC077),70-74 years,521.0567164773856,SOUTH AFRICA
Siyathemba (NC077),75+ years,880.1667266501753,SOUTH AFRICA
Siyancuma (NC078),25-29 years,3475.484953310466,SOUTH AFRICA
Siyancuma (NC078),30-34 years,3329.6811730651416,SOUTH AFRICA
Siyancuma (NC078),35-39 years,2720.155880946663,SOUTH AFRICA
Siyancuma (NC078),40-44 years,2318.0757733185173,SOUTH AFRICA
Siyancuma (NC078),45-49 years,2044.8088263075983,SOUTH AFRICA
Siyancuma (NC078),50-54 years,1709.285903151966,SOUTH AFRICA
Siyancuma (NC078),55-59 years,1484.9000939165132,SOUTH AFRICA
Siyancuma (NC078),60-64 years,1191.4507882621174,SOUTH AFRICA
Siyancuma (NC078),65-69 years,1084.2138005281938,SOUTH AFRICA
Siyancuma (NC078),70-74 years,818.1960134175674,SOUTH AFRICA
Siyancuma (NC078),75+ years,1690.3416369951888,SOUTH AFRICA
Kai !Garib (NC082),25-29 years,9418.853035967448,SOUTH AFRICA
Kai !Garib (NC082),30-34 years,8318.275106246754,SOUTH AFRICA
Kai !Garib (NC082),35-39 years,6487.342774097626,SOUTH AFRICA
Kai !Garib (NC082),40-44 years,4810.401455581969,SOUTH AFRICA
Kai !Garib (NC082),45-49 years,3965.599199878987,SOUTH AFRICA
Kai !Garib (NC082),50-54 years,3303.0861595221227,SOUTH AFRICA
Kai !Garib (NC082),55-59 years,2546.1130686691868,SOUTH AFRICA
Kai !Garib (NC082),60-64 years,2066.338765684116,SOUTH AFRICA
Kai !Garib (NC082),65-69 years,1640.7996906156372,SOUTH AFRICA
Kai !Garib (NC082),70-74 years,1165.2882085990736,SOUTH AFRICA
Kai !Garib (NC082),75+ years,1520.3410354465384,SOUTH AFRICA
!Kheis (NC084),25-29 years,1157.0274905309536,SOUTH AFRICA
!Kheis (NC084),30-34 years,1771.1771318974243,SOUTH AFRICA
!Kheis (NC084),35-39 years,1560.9209192629899,SOUTH AFRICA
!Kheis (NC084),40-44 years,1016.8530722054682,SOUTH AFRICA
!Kheis (NC084),45-49 years,969.3427183342264,SOUTH AFRICA
!Kheis (NC084),50-54 years,746.5920276268873,SOUTH AFRICA
!Kheis (NC084),55-59 years,806.5437695805899,SOUTH AFRICA
!Kheis (NC084),60-64 years,565.9568077808042,SOUTH AFRICA
!Kheis (NC084),65-69 years,442.00714664623996,SOUTH AFRICA
!Kheis (NC084),70-74 years,279.327515002507,SOUTH AFRICA
!Kheis (NC084),75+ years,333.96779121856866,SOUTH AFRICA
Tsantsabane (NC085),25-29 years,4527.553702242,SOUTH AFRICA
Tsantsabane (NC085),30-34 years,4568.472553755628,SOUTH AFRICA
Tsantsabane (NC085),35-39 years,3539.59062257855,SOUTH AFRICA
Tsantsabane (NC085),40-44 years,2402.909585238077,SOUTH AFRICA
Tsantsabane (NC085),45-49 years,2040.1878519903166,SOUTH AFRICA
Tsantsabane (NC085),50-54 years,1737.6145772269788,SOUTH AFRICA
Tsantsabane (NC085),55-59 years,1373.199824098137,SOUTH AFRICA
Tsantsabane (NC085),60-64 years,1329.0761140152622,SOUTH AFRICA
Tsantsabane (NC085),65-69 years,906.302204420517,SOUTH AFRICA
Tsantsabane (NC085),70-74 years,610.9820569807272,SOUTH AFRICA
Tsantsabane (NC085),75+ years,730.7609812326498,SOUTH AFRICA
Kgatelopele (NC086),25-29 years,1997.1347010028558,SOUTH AFRICA
Kgatelopele (NC086),30-34 years,1898.2632261390008,SOUTH AFRICA
Kgatelopele (NC086),35-39 years,1413.3588848330273,SOUTH AFRICA
Kgatelopele (NC086),40-44 years,1237.2668436935737,SOUTH AFRICA
Kgatelopele (NC086),45-49 years,1307.0989851608617,SOUTH AFRICA
Kgatelopele (NC086),50-54 years,1048.0771392190545,SOUTH AFRICA
Kgatelopele (NC086),55-59 years,908.3229866603618,SOUTH AFRICA
Kgatelopele (NC086),60-64 years,644.121021964016,SOUTH AFRICA
Kgatelopele (NC086),65-69 years,478.77901789696625,SOUTH AFRICA
Kgatelopele (NC086),70-74 years,301.1791470958657,SOUTH AFRICA
Kgatelopele (NC086),75+ years,327.1080836028123,SOUTH AFRICA
//Khara Hais/Mier (NC087),25-29 years,8821.318542096411,SOUTH AFRICA
//Khara Hais/Mier (NC087),30-34 years,10084.454926138853,SOUTH AFRICA
//Khara Hais/Mier (NC087),35-39 years,9094.381907678035,SOUTH AFRICA
//Khara Hais/Mier (NC087),40-44 years,8094.417417706702,SOUTH AFRICA
//Khara Hais/Mier (NC087),45-49 years,6476.739617450609,SOUTH AFRICA
//Khara Hais/Mier (NC087),50-54 years,5160.489513255878,SOUTH AFRICA
//Khara Hais/Mier (NC087),55-59 years,4259.574478367237,SOUTH AFRICA
//Khara Hais/Mier (NC087),60-64 years,3508.437829355499,SOUTH AFRICA
//Khara Hais/Mier (NC087),65-69 years,2859.126066851907,SOUTH AFRICA
//Khara Hais/Mier (NC087),70-74 years,2184.7742360207667,SOUTH AFRICA
//Khara Hais/Mier (NC087),75+ years,2806.2528530004506,SOUTH AFRICA
Sol Plaatjie (NC091),25-29 years,22760.28362352536,SOUTH AFRICA
Sol Plaatjie (NC091),30-34 years,24010.51238743383,SOUTH AFRICA
Sol Plaatjie (NC091),35-39 years,20721.725153071384,SOUTH AFRICA
Sol Plaatjie (NC091),40-44 years,17617.34201586105,SOUTH AFRICA
Sol Plaatjie (NC091),45-49 years,14758.102247960322,SOUTH AFRICA
Sol Plaatjie (NC091),50-54 years,12422.673292592115,SOUTH AFRICA
Sol Plaatjie (NC091),55-59 years,10240.428893903781,SOUTH AFRICA
Sol Plaatjie (NC091),60-64 years,8734.597460384071,SOUTH AFRICA
Sol Plaatjie (NC091),65-69 years,6571.16010485767,SOUTH AFRICA
Sol Plaatjie (NC091),70-74 years,4966.576809964202,SOUTH AFRICA
Sol Plaatjie (NC091),75+ years,5652.923136551031,SOUTH AFRICA
Dikgatlong (NC092),25-29 years,3998.3424858467733,SOUTH AFRICA
Dikgatlong (NC092),30-34 years,4374.3333683153405,SOUTH AFRICA
Dikgatlong (NC092),35-39 years,3800.9825563696786,SOUTH AFRICA
Dikgatlong (NC092),40-44 years,3177.85214758456,SOUTH AFRICA
Dikgatlong (NC092),45-49 years,2685.3931313659214,SOUTH AFRICA
Dikgatlong (NC092),50-54 years,2151.1060923119185,SOUTH AFRICA
Dikgatlong (NC092),55-59 years,1881.563938949189,SOUTH AFRICA
Dikgatlong (NC092),60-64 years,1567.1233581753,SOUTH AFRICA
Dikgatlong (NC092),65-69 years,1396.5594922339328,SOUTH AFRICA
Dikgatlong (NC092),70-74 years,727.0186027816487,SOUTH AFRICA
Dikgatlong (NC092),75+ years,859.089463165466,SOUTH AFRICA
Magareng (NC093),25-29 years,1728.3114301469654,SOUTH AFRICA
Magareng (NC093),30-34 years,1851.2159780449101,SOUTH AFRICA
Magareng (NC093),35-39 years,1655.4926057369426,SOUTH AFRICA
Magareng (NC093),40-44 years,1322.2406568536517,SOUTH AFRICA
Magareng (NC093),45-49 years,1360.0771804841236,SOUTH AFRICA
Magareng (NC093),50-54 years,1027.840235428487,SOUTH AFRICA
Magareng (NC093),55-59 years,1053.909189500964,SOUTH AFRICA
Magareng (NC093),60-64 years,794.7773666687751,SOUTH AFRICA
Magareng (NC093),65-69 years,730.8554897441868,SOUTH AFRICA
Magareng (NC093),70-74 years,573.9087616813138,SOUTH AFRICA
Magareng (NC093),75+ years,503.56092914994974,SOUTH AFRICA
Phokwane (NC094),25-29 years,4834.8684019784105,SOUTH AFRICA
Phokwane (NC094),30-34 years,5051.868702150852,SOUTH AFRICA
Phokwane (NC094),35-39 years,4577.382341948227,SOUTH AFRICA
Phokwane (NC094),40-44 years,3646.348645627718,SOUTH AFRICA
Phokwane (NC094),45-49 years,3423.9581523726692,SOUTH AFRICA
Phokwane (NC094),50-54 years,2791.514491755478,SOUTH AFRICA
Phokwane (NC094),55-59 years,2477.151520407332,SOUTH AFRICA
Phokwane (NC094),60-64 years,2225.099986109783,SOUTH AFRICA
Phokwane (NC094),65-69 years,1800.9629490751709,SOUTH AFRICA
Phokwane (NC094),70-74 years,1250.425850048019,SOUTH AFRICA
Phokwane (NC094),75+ years,1396.8346500884604,SOUTH AFRICA
Joe Morolong (NC451),25-29 years,4399.82105415898,SOUTH AFRICA
Joe Morolong (NC451),30-34 years,4470.994389811941,SOUTH AFRICA
Joe Morolong (NC451),35-39 years,4085.2645010763217,SOUTH AFRICA
Joe Morolong (NC451),40-44 years,3662.3378486046495,SOUTH AFRICA
Joe Morolong (NC451),45-49 years,3371.6723433696393,SOUTH AFRICA
Joe Morolong (NC451),50-54 years,3176.046275570585,SOUTH AFRICA
Joe Morolong (NC451),55-59 years,3149.65357438935,SOUTH AFRICA
Joe Morolong (NC451),60-64 years,2718.765321491448,SOUTH AFRICA
Joe Morolong (NC451),65-69 years,2322.47878619121,SOUTH AFRICA
Joe Morolong (NC451),70-74 years,1804.5627330050404,SOUTH AFRICA
Joe Morolong (NC451),75+ years,2874.139541567957,SOUTH AFRICA
Ga-Segonyana (NC452),25-29 years,11235.644507631787,SOUTH AFRICA
Ga-Segonyana (NC452),30-34 years,11526.095010178393,SOUTH AFRICA
Ga-Segonyana (NC452),35-39 years,9663.82943578341,SOUTH AFRICA
Ga-Segonyana (NC452),40-44 years,7256.8694130511485,SOUTH AFRICA
Ga-Segonyana (NC452),45-49 years,5325.196420585906,SOUTH AFRICA
Ga-Segonyana (NC452),50-54 years,4017.0250094326557,SOUTH AFRICA
Ga-Segonyana (NC452),55-59 years,3396.002059616945,SOUTH AFRICA
Ga-Segonyana (NC452),60-64 years,2828.3219063079987,SOUTH AFRICA
Ga-Segonyana (NC452),65-69 years,2120.6349569003332,SOUTH AFRICA
Ga-Segonyana (NC452),70-74 years,1591.7631510591382,SOUTH AFRICA
Ga-Segonyana (NC452),75+ years,2243.4736767129607,SOUTH AFRICA
Gamagara (NC453),25-29 years,8442.330837036392,SOUTH AFRICA
Gamagara (NC453),30-34 years,7829.524337860428,SOUTH AFRICA
Gamagara (NC453),35-39 years,5535.291928054538,SOUTH AFRICA
Gamagara (NC453),40-44 years,3582.3934961601917,SOUTH AFRICA
Gamagara (NC453),45-49 years,2592.0068692175637,SOUTH AFRICA
Gamagara (NC453),50-54 years,2086.4460646196794,SOUTH AFRICA
Gamagara (NC453),55-59 years,1607.356859652602,SOUTH AFRICA
Gamagara (NC453),60-64 years,1156.3867195417952,SOUTH AFRICA
Gamagara (NC453),65-69 years,622.2671277742149,SOUTH AFRICA
Gamagara (NC453),70-74 years,360.762435094191,SOUTH AFRICA
Gamagara (NC453),75+ years,491.4202308764253,SOUTH AFRICA
Moretele (NW371),25-29 years,14026.643065765093,SOUTH AFRICA
Moretele (NW371),30-34 years,14835.15236814286,SOUTH AFRICA
Moretele (NW371),35-39 years,12734.721637625618,SOUTH AFRICA
Moretele (NW371),40-44 years,9319.898347281442,SOUTH AFRICA
Moretele (NW371),45-49 years,6880.887677830246,SOUTH AFRICA
Moretele (NW371),50-54 years,6942.511095538137,SOUTH AFRICA
Moretele (NW371),55-59 years,8285.675467882755,SOUTH AFRICA
Moretele (NW371),60-64 years,8363.513036036586,SOUTH AFRICA
Moretele (NW371),65-69 years,6460.24313246971,SOUTH AFRICA
Moretele (NW371),70-74 years,4819.756234739683,SOUTH AFRICA
Moretele (NW371),75+ years,7343.014080608526,SOUTH AFRICA
Local Municipality of Madibeng (NW372),25-29 years,59519.14209932841,SOUTH AFRICA
Local Municipality of Madibeng (NW372),30-34 years,62475.86528595009,SOUTH AFRICA
Local Municipality of Madibeng (NW372),35-39 years,53012.87362484015,SOUTH AFRICA
Local Municipality of Madibeng (NW372),40-44 years,39689.92041579337,SOUTH AFRICA
Local Municipality of Madibeng (NW372),45-49 years,31735.57878273386,SOUTH AFRICA
Local Municipality of Madibeng (NW372),50-54 years,26702.75535614993,SOUTH AFRICA
Local Municipality of Madibeng (NW372),55-59 years,24160.879557887456,SOUTH AFRICA
Local Municipality of Madibeng (NW372),60-64 years,18322.79233534917,SOUTH AFRICA
Local Municipality of Madibeng (NW372),65-69 years,12709.69693034234,SOUTH AFRICA
Local Municipality of Madibeng (NW372),70-74 years,7991.816086832107,SOUTH AFRICA
Local Municipality of Madibeng (NW372),75+ years,10430.976390642361,SOUTH AFRICA
Rustenburg (NW373),25-29 years,78622.42264623148,SOUTH AFRICA
Rustenburg (NW373),30-34 years,86232.44618628646,SOUTH AFRICA
Rustenburg (NW373),35-39 years,73007.6378749552,SOUTH AFRICA
Rustenburg (NW373),40-44 years,62621.089499069065,SOUTH AFRICA
Rustenburg (NW373),45-49 years,50904.09583260279,SOUTH AFRICA
Rustenburg (NW373),50-54 years,37590.05170318449,SOUTH AFRICA
Rustenburg (NW373),55-59 years,26187.15643881798,SOUTH AFRICA
Rustenburg (NW373),60-64 years,16287.226434872508,SOUTH AFRICA
Rustenburg (NW373),65-69 years,9503.097792337841,SOUTH AFRICA
Rustenburg (NW373),70-74 years,5997.480065680815,SOUTH AFRICA
Rustenburg (NW373),75+ years,8316.030414357723,SOUTH AFRICA
Kgetlengrivier (NW374),25-29 years,5110.031836822244,SOUTH AFRICA
Kgetlengrivier (NW374),30-34 years,5519.269589960206,SOUTH AFRICA
Kgetlengrivier (NW374),35-39 years,5758.941498099235,SOUTH AFRICA
Kgetlengrivier (NW374),40-44 years,4757.547866059205,SOUTH AFRICA
Kgetlengrivier (NW374),45-49 years,3432.8283891339456,SOUTH AFRICA
Kgetlengrivier (NW374),50-54 years,2857.6453944644004,SOUTH AFRICA
Kgetlengrivier (NW374),55-59 years,2498.091172779874,SOUTH AFRICA
Kgetlengrivier (NW374),60-64 years,2532.8379193333585,SOUTH AFRICA
Kgetlengrivier (NW374),65-69 years,1515.3452461281286,SOUTH AFRICA
Kgetlengrivier (NW374),70-74 years,959.7311499393436,SOUTH AFRICA
Kgetlengrivier (NW374),75+ years,1469.7237757169178,SOUTH AFRICA
Moses Kotane (NW375),25-29 years,18622.35234526636,SOUTH AFRICA
Moses Kotane (NW375),30-34 years,18468.769683213024,SOUTH AFRICA
Moses Kotane (NW375),35-39 years,16504.18194247724,SOUTH AFRICA
Moses Kotane (NW375),40-44 years,15240.624253911294,SOUTH AFRICA
Moses Kotane (NW375),45-49 years,13626.231435196969,SOUTH AFRICA
Moses Kotane (NW375),50-54 years,12616.833330258798,SOUTH AFRICA
Moses Kotane (NW375),55-59 years,11432.846393877162,SOUTH AFRICA
Moses Kotane (NW375),60-64 years,10063.743805315906,SOUTH AFRICA
Moses Kotane (NW375),65-69 years,8211.193008402084,SOUTH AFRICA
Moses Kotane (NW375),70-74 years,5973.560724297764,SOUTH AFRICA
Moses Kotane (NW375),75+ years,7846.737361392616,SOUTH AFRICA
Ratlou (NW381),25-29 years,7672.692460053422,SOUTH AFRICA
Ratlou (NW381),30-34 years,7164.038710216024,SOUTH AFRICA
Ratlou (NW381),35-39 years,5911.141006558871,SOUTH AFRICA
Ratlou (NW381),40-44 years,4631.39874809896,SOUTH AFRICA
Ratlou (NW381),45-49 years,4245.160757361159,SOUTH AFRICA
Ratlou (NW381),50-54 years,3824.397144960638,SOUTH AFRICA
Ratlou (NW381),55-59 years,3488.7080421746214,SOUTH AFRICA
Ratlou (NW381),60-64 years,3248.9029247467156,SOUTH AFRICA
Ratlou (NW381),65-69 years,2801.839270248379,SOUTH AFRICA
Ratlou (NW381),70-74 years,2002.050321648855,SOUTH AFRICA
Ratlou (NW381),75+ years,3186.5560834943803,SOUTH AFRICA
Tswaing (NW382),25-29 years,11496.66137014168,SOUTH AFRICA
Tswaing (NW382),30-34 years,10352.17701429187,SOUTH AFRICA
Tswaing (NW382),35-39 years,8440.738651505722,SOUTH AFRICA
Tswaing (NW382),40-44 years,6760.443947951882,SOUTH AFRICA
Tswaing (NW382),45-49 years,6330.430033782478,SOUTH AFRICA
Tswaing (NW382),50-54 years,5751.393724637137,SOUTH AFRICA
Tswaing (NW382),55-59 years,4758.8196416803385,SOUTH AFRICA
Tswaing (NW382),60-64 years,3695.372270514812,SOUTH AFRICA
Tswaing (NW382),65-69 years,3001.231207157187,SOUTH AFRICA
Tswaing (NW382),70-74 years,2265.2089674249455,SOUTH AFRICA
Tswaing (NW382),75+ years,3013.3849814094065,SOUTH AFRICA
Mafikeng (NW383),25-29 years,27454.41318285027,SOUTH AFRICA
Mafikeng (NW383),30-34 years,25658.60634244416,SOUTH AFRICA
Mafikeng (NW383),35-39 years,21744.535735260506,SOUTH AFRICA
Mafikeng (NW383),40-44 years,19360.602948359985,SOUTH AFRICA
Mafikeng (NW383),45-49 years,15860.71056672552,SOUTH AFRICA
Mafikeng (NW383),50-54 years,12595.58438992994,SOUTH AFRICA
Mafikeng (NW383),55-59 years,9678.579129972704,SOUTH AFRICA
Mafikeng (NW383),60-64 years,7523.700220284496,SOUTH AFRICA
Mafikeng (NW383),65-69 years,5491.93865458784,SOUTH AFRICA
Mafikeng (NW383),70-74 years,3989.689205062102,SOUTH AFRICA
Mafikeng (NW383),75+ years,5015.002599467782,SOUTH AFRICA
Ditsobotla (NW384),25-29 years,16789.959897725334,SOUTH AFRICA
Ditsobotla (NW384),30-34 years,15922.719686780827,SOUTH AFRICA
Ditsobotla (NW384),35-39 years,13008.285961451362,SOUTH AFRICA
Ditsobotla (NW384),40-44 years,10096.032542484942,SOUTH AFRICA
Ditsobotla (NW384),45-49 years,8657.299643129132,SOUTH AFRICA
Ditsobotla (NW384),50-54 years,7257.761789209903,SOUTH AFRICA
Ditsobotla (NW384),55-59 years,6393.733437824703,SOUTH AFRICA
Ditsobotla (NW384),60-64 years,4971.013072258772,SOUTH AFRICA
Ditsobotla (NW384),65-69 years,3640.4777108481285,SOUTH AFRICA
Ditsobotla (NW384),70-74 years,2887.0127603315204,SOUTH AFRICA
Ditsobotla (NW384),75+ years,3255.9641611130332,SOUTH AFRICA
Ramotshere Moiloa (NW385),25-29 years,13031.619926908246,SOUTH AFRICA
Ramotshere Moiloa (NW385),30-34 years,13438.930586036759,SOUTH AFRICA
Ramotshere Moiloa (NW385),35-39 years,11504.737283177878,SOUTH AFRICA
Ramotshere Moiloa (NW385),40-44 years,8731.202273536986,SOUTH AFRICA
Ramotshere Moiloa (NW385),45-49 years,7331.510222762092,SOUTH AFRICA
Ramotshere Moiloa (NW385),50-54 years,6557.678821034719,SOUTH AFRICA
Ramotshere Moiloa (NW385),55-59 years,6380.9901925512495,SOUTH AFRICA
Ramotshere Moiloa (NW385),60-64 years,5516.98686223735,SOUTH AFRICA
Ramotshere Moiloa (NW385),65-69 years,4180.220245129436,SOUTH AFRICA
Ramotshere Moiloa (NW385),70-74 years,3317.714861755203,SOUTH AFRICA
Ramotshere Moiloa (NW385),75+ years,4133.473576280261,SOUTH AFRICA
Naledi (NW392),25-29 years,6600.573297313691,SOUTH AFRICA
Naledi (NW392),30-34 years,5650.040186210368,SOUTH AFRICA
Naledi (NW392),35-39 years,4925.851437044102,SOUTH AFRICA
Naledi (NW392),40-44 years,3742.1852141731442,SOUTH AFRICA
Naledi (NW392),45-49 years,3208.135126318274,SOUTH AFRICA
Naledi (NW392),50-54 years,3095.5046054401446,SOUTH AFRICA
Naledi (NW392),55-59 years,2351.649180083567,SOUTH AFRICA
Naledi (NW392),60-64 years,1744.0657191975147,SOUTH AFRICA
Naledi (NW392),65-69 years,1328.8672872905026,SOUTH AFRICA
Naledi (NW392),70-74 years,1058.2385435816404,SOUTH AFRICA
Naledi (NW392),75+ years,1494.1369842656363,SOUTH AFRICA
Mamusa (NW393),25-29 years,6162.997086301075,SOUTH AFRICA
Mamusa (NW393),30-34 years,4820.870980936299,SOUTH AFRICA
Mamusa (NW393),35-39 years,3735.2877516990147,SOUTH AFRICA
Mamusa (NW393),40-44 years,2769.1600202506515,SOUTH AFRICA
Mamusa (NW393),45-49 years,2554.496094370307,SOUTH AFRICA
Mamusa (NW393),50-54 years,2174.4742811349383,SOUTH AFRICA
Mamusa (NW393),55-59 years,2101.172066316073,SOUTH AFRICA
Mamusa (NW393),60-64 years,1539.80428916561,SOUTH AFRICA
Mamusa (NW393),65-69 years,997.3602357218167,SOUTH AFRICA
Mamusa (NW393),70-74 years,997.1037963080953,SOUTH AFRICA
Mamusa (NW393),75+ years,1392.5158353701997,SOUTH AFRICA
Greater Taung (NW394),25-29 years,11633.913960896276,SOUTH AFRICA
Greater Taung (NW394),30-34 years,10420.927485539578,SOUTH AFRICA
Greater Taung (NW394),35-39 years,8366.28118494526,SOUTH AFRICA
Greater Taung (NW394),40-44 years,7329.957990666668,SOUTH AFRICA
Greater Taung (NW394),45-49 years,6249.625780025106,SOUTH AFRICA
Greater Taung (NW394),50-54 years,5836.0054207164285,SOUTH AFRICA
Greater Taung (NW394),55-59 years,5218.915498157148,SOUTH AFRICA
Greater Taung (NW394),60-64 years,5498.993585222497,SOUTH AFRICA
Greater Taung (NW394),65-69 years,5108.709844650709,SOUTH AFRICA
Greater Taung (NW394),70-74 years,4221.322118391689,SOUTH AFRICA
Greater Taung (NW394),75+ years,5825.246916739372,SOUTH AFRICA
Lekwa-Teemane (NW396),25-29 years,5223.413489630344,SOUTH AFRICA
Lekwa-Teemane (NW396),30-34 years,5161.143480370596,SOUTH AFRICA
Lekwa-Teemane (NW396),35-39 years,3757.9444057744377,SOUTH AFRICA
Lekwa-Teemane (NW396),40-44 years,3157.926860092666,SOUTH AFRICA
Lekwa-Teemane (NW396),45-49 years,2640.791652557861,SOUTH AFRICA
Lekwa-Teemane (NW396),50-54 years,2048.791889675397,SOUTH AFRICA
Lekwa-Teemane (NW396),55-59 years,1896.988196103955,SOUTH AFRICA
Lekwa-Teemane (NW396),60-64 years,1672.6422847353263,SOUTH AFRICA
Lekwa-Teemane (NW396),65-69 years,1355.4823121207628,SOUTH AFRICA
Lekwa-Teemane (NW396),70-74 years,1142.4382593628188,SOUTH AFRICA
Lekwa-Teemane (NW396),75+ years,1254.766745531976,SOUTH AFRICA
Kagisano/Molopo (NW397),25-29 years,7281.684790670144,SOUTH AFRICA
Kagisano/Molopo (NW397),30-34 years,6587.1314562094285,SOUTH AFRICA
Kagisano/Molopo (NW397),35-39 years,5853.099411510131,SOUTH AFRICA
Kagisano/Molopo (NW397),40-44 years,5112.878750017637,SOUTH AFRICA
Kagisano/Molopo (NW397),45-49 years,4623.24449775368,SOUTH AFRICA
Kagisano/Molopo (NW397),50-54 years,4009.5302842782207,SOUTH AFRICA
Kagisano/Molopo (NW397),55-59 years,3691.372276489961,SOUTH AFRICA
Kagisano/Molopo (NW397),60-64 years,2885.1066146435123,SOUTH AFRICA
Kagisano/Molopo (NW397),65-69 years,2502.9056294066695,SOUTH AFRICA
Kagisano/Molopo (NW397),70-74 years,1847.8414586174015,SOUTH AFRICA
Kagisano/Molopo (NW397),75+ years,2591.8530757568024,SOUTH AFRICA
City of Matlosana (NW403),25-29 years,37768.327549646754,SOUTH AFRICA
City of Matlosana (NW403),30-34 years,38981.80140893692,SOUTH AFRICA
City of Matlosana (NW403),35-39 years,33313.234823370534,SOUTH AFRICA
City of Matlosana (NW403),40-44 years,29833.63308298665,SOUTH AFRICA
City of Matlosana (NW403),45-49 years,27031.18196574632,SOUTH AFRICA
City of Matlosana (NW403),50-54 years,23688.094269083085,SOUTH AFRICA
City of Matlosana (NW403),55-59 years,18618.85013346349,SOUTH AFRICA
City of Matlosana (NW403),60-64 years,14062.383476022287,SOUTH AFRICA
City of Matlosana (NW403),65-69 years,10159.788483724886,SOUTH AFRICA
City of Matlosana (NW403),70-74 years,6872.9999862118,SOUTH AFRICA
City of Matlosana (NW403),75+ years,6031.632366543947,SOUTH AFRICA
Maquassi Hills (NW404),25-29 years,7680.867848497446,SOUTH AFRICA
Maquassi Hills (NW404),30-34 years,7462.956313661418,SOUTH AFRICA
Maquassi Hills (NW404),35-39 years,6232.777793912521,SOUTH AFRICA
Maquassi Hills (NW404),40-44 years,4900.250034327563,SOUTH AFRICA
Maquassi Hills (NW404),45-49 years,4234.791165474522,SOUTH AFRICA
Maquassi Hills (NW404),50-54 years,3632.5800314120434,SOUTH AFRICA
Maquassi Hills (NW404),55-59 years,3434.9862710124235,SOUTH AFRICA
Maquassi Hills (NW404),60-64 years,2556.4054795796546,SOUTH AFRICA
Maquassi Hills (NW404),65-69 years,1762.5140040007877,SOUTH AFRICA
Maquassi Hills (NW404),70-74 years,1035.2818791094069,SOUTH AFRICA
Maquassi Hills (NW404),75+ years,1053.9790909651945,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),25-29 years,22278.52109406518,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),30-34 years,23045.01391465567,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),35-39 years,20506.296975739962,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),40-44 years,16093.265975313101,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),45-49 years,13346.77638507806,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),50-54 years,11183.614950389663,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),55-59 years,10322.738587536121,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),60-64 years,8396.968825858512,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),65-69 years,5926.195153949041,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),70-74 years,3851.988485099263,SOUTH AFRICA
Ventersdorp/Tlokwe (NW405),75+ years,3174.1286238111243,SOUTH AFRICA
Matzikama (WC011),25-29 years,6003.579046943098,SOUTH AFRICA
Matzikama (WC011),30-34 years,6481.10383542759,SOUTH AFRICA
Matzikama (WC011),35-39 years,4853.799851147639,SOUTH AFRICA
Matzikama (WC011),40-44 years,4269.70035693731,SOUTH AFRICA
Matzikama (WC011),45-49 years,4668.633742315722,SOUTH AFRICA
Matzikama (WC011),50-54 years,3933.1652018262694,SOUTH AFRICA
