LBW,95% UI,
1.168204254,1.010975644,1.336633403
1.168373402,1.010986897,1.337047658
1.168542473,1.010998147,1.337461465
1.168711468,1.011009391,1.337874822
1.168880386,1.011020632,1.338287731
1.169049229,1.011031868,1.33870019
1.169217995,1.0110431,1.339112201
1.169386685,1.011054327,1.339523762
1.1695553,1.01106555,1.339934873
1.169723839,1.011076769,1.340345536
1.169892302,1.011087983,1.340755749
1.17006069,1.011099193,1.341165512
1.170229003,1.011110399,1.341574826
1.17039724,1.0111216,1.34198369
1.170565402,1.011132797,1.342392104
1.17073349,1.011143989,1.342800068
1.170901502,1.011155178,1.343207583
1.17106944,1.011166362,1.343614648
1.171237303,1.011177542,1.344021263
1.171405092,1.011188717,1.344427428
1.171572806,1.011199889,1.344833143
1.171740447,1.011211056,1.345238408
1.171908013,1.011222218,1.345643223
1.172075505,1.011233377,1.346047588
1.172242923,1.011244531,1.346427866
1.172410267,1.011255681,1.34679086
1.172577538,1.011266827,1.347153775
1.172744736,1.011277969,1.347516612
1.172911859,1.011289106,1.347879372
1.17307891,1.011300239,1.348242054
1.173245888,1.011311368,1.348604658
1.173412792,1.011322493,1.348967186
1.173579624,1.011333614,1.349329636
1.173746382,1.01134473,1.34969201
1.173913068,1.011355843,1.350054308
1.174079682,1.011366951,1.350416529
1.174246223,1.011378055,1.350778674
1.174412692,1.011389155,1.351140744
1.174579088,1.011400251,1.351502738
1.174745413,1.011411343,1.351864656
1.174911665,1.01142243,1.352225966
1.175077846,1.011433514,1.352586736
1.175243955,1.011444593,1.352947442
1.175409992,1.011455669,1.353308084
1.175575958,1.01146674,1.353668662
1.175741852,1.011477807,1.354027933
1.175907675,1.011488871,1.354386995
1.176073427,1.01149993,1.354745986
1.176239108,1.011510985,1.355104905
1.176404718,1.011522036,1.355463754
1.176570257,1.011533083,1.355824746
1.176735725,1.011544126,1.356242387
1.176901123,1.011555165,1.35666003
1.177066451,1.0115662,1.356988535
1.177231708,1.011577231,1.357290216
1.177396895,1.011588258,1.357623832
1.177562011,1.011599281,1.357985262
1.177727058,1.0116103,1.358346631
1.177892035,1.011621315,1.358707942
1.178056942,1.011632326,1.359069192
1.17822178,1.011643333,1.359429417
1.178386548,1.011654336,1.359788943
1.178551246,1.011665335,1.36014841
1.178715875,1.011676331,1.360507817
1.178880435,1.011687322,1.360867164
1.179044926,1.01169831,1.361226452
1.179209348,1.011709293,1.36158568
1.179373701,1.011720273,1.36194485
1.179537986,1.011731249,1.36230396
1.179702201,1.01174222,1.362663012
1.179866349,1.011753188,1.363022006
1.180030427,1.011764152,1.363380941
1.180194438,1.011775113,1.363739818
1.18035838,1.011786069,1.364098638
1.180522255,1.011797022,1.364457399
1.180686061,1.01180797,1.364816104
1.1808498,1.011818915,1.36517475
1.181013471,1.011829856,1.36553334
1.181177074,1.011840793,1.365891873
1.181340609,1.011851727,1.366250349
1.181504078,1.011862656,1.366608769
1.181667479,1.011873582,1.366967133
1.181830813,1.011884504,1.36732544
1.18199408,1.011895422,1.367683691
1.182157279,1.011906336,1.368041887
1.182320413,1.011917247,1.368400027
1.182483479,1.011928153,1.368758111
1.182646479,1.011939056,1.369116141
1.182809412,1.011949956,1.369474115
1.182972279,1.011960851,1.369832034
1.183135079,1.011971743,1.370189899
1.183297814,1.011982631,1.37054771
1.183460482,1.011993515,1.370905466
1.183623084,1.012004396,1.371263168
1.183785621,1.012015273,1.371620816
1.183948092,1.012026146,1.37197841
1.184110497,1.012037015,1.372335951
1.184272837,1.012047881,1.372693439
1.184435111,1.012058743,1.373050873
1.18459732,1.012069601,1.373408254
1.184759464,1.012080456,1.373765583
1.184921543,1.012091307,1.374122859
1.185083557,1.012102154,1.374480082
1.185245506,1.012112998,1.374837253
1.18540739,1.012123838,1.375194372
1.185569209,1.012134674,1.375551439
1.185730964,1.012145507,1.375908454
1.185892655,1.012156336,1.376265418
1.186054281,1.012167161,1.37662233
1.186215843,1.012177983,1.376979191
1.186377341,1.012188801,1.377336002
1.186538775,1.012199616,1.377692761
1.186700145,1.012210427,1.378049469
1.186861452,1.012221234,1.378406127
1.187022694,1.012232038,1.378762735
1.187183873,1.012242838,1.379119292
1.187344989,1.012253635,1.379475799
1.187506041,1.012264428,1.379832257
1.18766703,1.012275217,1.380188665
1.187827956,1.012286003,1.380545023
1.187988818,1.012296785,1.380901332
1.188149618,1.012307564,1.381257592
1.188310355,1.012318339,1.381613803
1.188471029,1.012329111,1.381969965
1.188631641,1.012339879,1.382326078
1.18879219,1.012350644,1.382682143
1.188952677,1.012361405,1.38303816
1.189113101,1.012372163,1.383394128
1.189273463,1.012382917,1.383750049
1.189433764,1.012393667,1.384105921
1.189594002,1.012404414,1.384461538
1.189754178,1.012415158,1.384815858
1.189914292,1.012425898,1.385170123
1.190074345,1.012436635,1.385524332
1.190234336,1.012447368,1.385878486
1.190394266,1.012458098,1.386232583
1.190554134,1.012468824,1.386586626
1.190713941,1.012479547,1.38692317
1.190873686,1.012490266,1.387218103
1.191033371,1.012500982,1.387512669
1.191192995,1.012511694,1.387806867
1.191352558,1.012522403,1.3881007
1.19151206,1.012533109,1.388394166
1.191671501,1.012543811,1.388687267
1.191830882,1.01255451,1.388980004
1.191990202,1.012565205,1.389272376
1.192149462,1.012575897,1.389564385
1.192308662,1.012586586,1.389856032
1.192467802,1.012597271,1.390147316
1.192626881,1.012607953,1.390438239
1.192785901,1.012618631,1.390728801
1.192944861,1.012629306,1.391019003
1.19310376,1.012639978,1.391308845
1.193262601,1.012650646,1.391598328
1.193421381,1.012661311,1.391887452
1.193580103,1.012671972,1.392176219
1.193738764,1.012682631,1.392464628
1.193897367,1.012693285,1.392752681
1.19405591,1.012703937,1.393040378
1.194214395,1.012714585,1.393327719
1.19437282,1.01272523,1.393614706
1.194531187,1.012735871,1.393901339
1.194689494,1.01274651,1.394187618
1.194847743,1.012757145,1.394473544
1.195005934,1.012767776,1.394759117
1.195164066,1.012778404,1.39504434
1.195322139,1.012789029,1.395329211
1.195480155,1.012799651,1.395613731
1.195638112,1.01281027,1.395897902
1.195796011,1.012820885,1.396181723
1.195953852,1.012831496,1.396465196
1.196111635,1.012842105,1.396748027
1.19626936,1.01285271,1.397029288
1.196427028,1.012863312,1.397310195
1.196584638,1.012873911,1.39759075
1.19674219,1.012884507,1.397870953
1.196899685,1.012895099,1.398150805
1.197057123,1.012905688,1.398430306
1.197214504,1.012916274,1.398709457
1.197371827,1.012926857,1.398988258
1.197529093,1.012937436,1.399266711
1.197686303,1.012948012,1.399544815
1.197843455,1.012958585,1.399822572
1.198000551,1.012969155,1.400099982
1.19815759,1.012979721,1.400377045
1.198314572,1.012990285,1.400653763
1.198471498,1.013000845,1.400930135
1.198628368,1.013011402,1.401206163
1.198785181,1.013021956,1.401481848
1.198941939,1.013032506,1.401757189
1.19909864,1.013043054,1.402032187
1.199255285,1.013053598,1.402306844
1.199411874,1.013064139,1.402581159
1.199568407,1.013074677,1.402855133
1.199724884,1.013085212,1.403128767
1.199881306,1.013095743,1.403402062
1.200037673,1.013106272,1.403677371
1.200193984,1.013116797,1.404012721
1.200350239,1.013127319,1.404347739
1.200506439,1.013137838,1.404682426
1.200662584,1.013148354,1.405016782
1.200818674,1.013158867,1.405350808
1.200974709,1.013169377,1.405684504
1.201130689,1.013179883,1.406017871
1.201286614,1.013190387,1.406350909
1.201442485,1.013200887,1.406683619
1.201598301,1.013211385,1.407016
1.201754062,1.013221879,1.407348054
1.201909769,1.01323237,1.407679781
1.202065421,1.013242858,1.408011182
1.202221019,1.013253343,1.408342256
1.202376563,1.013263825,1.408673004
1.202532053,1.013274304,1.409003428
1.202687489,1.013284779,1.409333527
1.202842871,1.013295252,1.409663301
1.202998199,1.013305722,1.409992752
1.203153473,1.013316188,1.410321879
1.203308694,1.013326652,1.410650684
1.203463861,1.013337112,1.410979166
1.203618974,1.01334757,1.411307326
1.203774034,1.013358024,1.411635165
1.203929041,1.013368475,1.411962683
1.204083995,1.013378924,1.41228988
1.204238895,1.013389369,1.412616757
1.204393743,1.013399811,1.412943315
1.204548537,1.013410251,1.413269554
1.204703279,1.013420687,1.413595474
1.204857967,1.01343112,1.413921076
1.205012603,1.013441551,1.41424636
1.205167187,1.013451978,1.414571327
1.205321718,1.013462402,1.414895977
1.205476196,1.013472824,1.415220311
1.205630622,1.013483242,1.415544329
1.205784996,1.013493657,1.415868032
1.205939317,1.01350407,1.41619142
1.206093587,1.013514479,1.416514494
1.206247804,1.013524886,1.416837254
1.20640197,1.013535289,1.4171597
1.206556083,1.01354569,1.417481834
1.206710145,1.013556087,1.417803655
1.206864155,1.013566482,1.418125164
1.207018114,1.013576874,1.418446361
1.207172021,1.013587263,1.418767247
1.207325876,1.013597648,1.419087823
1.20747968,1.013608031,1.419408089
1.207633433,1.013618411,1.419728045
1.207787135,1.013628788,1.420047692
1.207940786,1.013639163,1.420367031
1.208094385,1.013649534,1.420686061
1.208247934,1.013659902,1.421004783
1.208401432,1.013670268,1.421282467
1.208554878,1.01368063,1.421554896
1.208708275,1.01369099,1.421827064
1.20886162,1.013701347,1.42209897
1.209014915,1.0137117,1.422370615
1.20916816,1.013722051,1.422642
1.209321354,1.013732399,1.422913125
1.209474498,1.013742745,1.42318399
1.209627592,1.013753087,1.423454597
1.209780635,1.013763426,1.423724945
1.209933629,1.013773763,1.423995035
1.210086572,1.013784097,1.424264868
1.210239466,1.013794428,1.424534443
1.21039231,1.013804756,1.424803762
1.210545104,1.013815081,1.425072825
1.210697848,1.013825403,1.425341632
1.210850543,1.013835723,1.425610183
1.211003188,1.01384604,1.42587848
1.211155784,1.013856353,1.426146522
1.211308331,1.013866664,1.426414311
1.211460828,1.013876973,1.426681846
1.211613276,1.013887278,1.426949128
1.211765675,1.01389758,1.427216158
1.211918025,1.01390788,1.427482935
1.212070326,1.013918177,1.427749461
1.212222578,1.013928471,1.428013698
1.212374781,1.013938763,1.428277199
1.212526936,1.013949051,1.42854045
1.212679042,1.013959337,1.428803451
1.212831099,1.01396962,1.429066202
1.212983108,1.0139799,1.429328705
1.213135068,1.013990177,1.429590959
1.21328698,1.014000452,1.429852966
1.213438844,1.014010724,1.430114724
1.21359066,1.014020993,1.430376236
1.213742427,1.014031259,1.430637501
1.213894146,1.014041523,1.43089852
1.214045818,1.014051783,1.431159293
1.214197441,1.014062041,1.431419821
1.214349017,1.014072297,1.431680104
1.214500545,1.014082549,1.431940143
1.214652025,1.014092799,1.432199937
1.214803458,1.014103046,1.432459489
1.214954843,1.01411329,1.432718797
1.215106181,1.014123532,1.432977862
1.215257471,1.01413377,1.433236686
1.215408715,1.014144006,1.433495268
1.21555991,1.01415424,1.433707241
1.215711059,1.01416447,1.433913133
1.215862161,1.014174698,1.434118745
1.216013215,1.014184924,1.434324079
1.216164223,1.014195146,1.434529135
1.216315184,1.014205366,1.434733914
1.216466098,1.014215583,1.434938415
1.216616965,1.014225797,1.435142641
1.216767786,1.014236009,1.435346591
1.21691856,1.014246218,1.435550266
1.217069287,1.014256424,1.435753668
1.217219968,1.014266628,1.435956795
1.217370603,1.014276829,1.43615965
1.217521192,1.014287027,1.436362232
1.217671734,1.014297223,1.436564542
1.21782223,1.014307416,1.436766581
1.21797268,1.014317606,1.43696835
1.218123084,1.014327793,1.437169849
1.218273442,1.014337978,1.437371078
1.218423754,1.01434816,1.437572039
1.218574021,1.01435834,1.437772732
1.218724241,1.014368517,1.437973157
1.218874416,1.014378691,1.438173316
1.219024546,1.014388863,1.438373208
1.21917463,1.014399032,1.438572835
1.219324668,1.014409198,1.438802936
1.219474661,1.014419362,1.439134644
1.219624609,1.014429523,1.439466326
1.219774511,1.014439682,1.439797981
1.219924369,1.014449838,1.44012961
1.220074181,1.014459991,1.440461212
1.220223948,1.014470141,1.440792788
1.22037367,1.014480289,1.441124338
1.220523348,1.014490435,1.441455861
1.22067298,1.014500578,1.441787359
1.220822568,1.014510718,1.44211883
1.220972111,1.014520855,1.442450276
1.221121609,1.01453099,1.442781695
1.221271063,1.014541123,1.443113089
1.221420472,1.014551252,1.443444457
1.221569837,1.01456138,1.4437758
1.221719157,1.014571504,1.444107117
1.221868433,1.014581626,1.444438408
1.222017665,1.014591746,1.444703129
1.222166853,1.014601862,1.444954791
1.222315997,1.014611977,1.445206238
1.222465096,1.014622088,1.445457468
1.222614152,1.014632198,1.445708483
1.222763163,1.014642304,1.445959284
1.222912131,1.014652408,1.44620987
1.223061055,1.01466251,1.446460241
1.223209935,1.014672609,1.446710399
1.223358772,1.014682705,1.446960344
1.223507565,1.014692799,1.447210075
1.223656315,1.01470289,1.447459594
1.223805021,1.014712979,1.447708901
1.223953683,1.014723065,1.447957996
1.224102303,1.014733149,1.44820688
1.224250879,1.01474323,1.448455553
1.224399411,1.014753308,1.448704015
1.224547901,1.014763384,1.448952267
1.224696348,1.014773458,1.44929475
1.224844751,1.014783529,1.449652456
1.224993112,1.014793597,1.450010135
1.225141429,1.014803663,1.450367787
1.225289704,1.014813727,1.450725411
1.225437936,1.014823788,1.451083009
1.225586126,1.014833846,1.451440579
1.225734272,1.014843902,1.451798121
1.225882376,1.014853956,1.452155637
1.226030438,1.014864006,1.452513124
1.226178457,1.014874055,1.452870585
1.226326434,1.014884101,1.453228017
1.226474368,1.014894144,1.453585422
1.22662226,1.014904185,1.4539428
1.22677011,1.014914224,1.45430015
1.226917918,1.01492426,1.454657471
1.227065683,1.014934293,1.455014765
1.227213407,1.014944324,1.455372032
1.227361089,1.014954353,1.45572927
1.227508728,1.014964379,1.45608648
1.227656326,1.014974403,1.456443662
1.227803882,1.014984424,1.456800816
1.227951396,1.014994443,1.457157942
1.228098869,1.015004459,1.45751504
1.228246299,1.015014473,1.457872109
1.228393689,1.015024484,1.458229151
1.228541037,1.015034493,1.458586163
1.228688343,1.015044499,1.458943148
1.228835608,1.015054503,1.459300104
1.228982831,1.015064505,1.459657031
1.229130014,1.015074504,1.46001393
1.229277155,1.015084501,1.4603708
1.229424255,1.015094495,1.460727641
1.229571314,1.015104487,1.461084454
1.229718331,1.015114476,1.461441238
1.229865308,1.015124463,1.461797993
1.230012244,1.015134448,1.462154719
1.230159139,1.01514443,1.462511416
1.230305993,1.01515441,1.462868084
1.230452807,1.015164387,1.463224723
1.230599579,1.015174362,1.463581333
1.230746311,1.015184334,1.463937914
1.230893003,1.015194304,1.464294466
1.231039654,1.015204272,1.464650988
1.231186264,1.015214237,1.465007481
1.231332834,1.0152242,1.465363944
1.231479364,1.01523416,1.465720378
1.231625853,1.015244118,1.466076783
1.231772302,1.015254074,1.466433158
1.231918711,1.015264027,1.466789503
1.232065079,1.015273978,1.467145818
1.232211408,1.015283927,1.467502104
1.232357696,1.015293873,1.46785836
1.232503945,1.015303817,1.468214586
1.232650153,1.015313758,1.468570783
1.232796322,1.015323697,1.468926949
1.232942451,1.015333634,1.469283085
1.23308854,1.015343568,1.469639191
1.233234589,1.0153535,1.469995267
1.233380599,1.015363429,1.470351313
1.233526569,1.015373357,1.470707328
1.2336725,1.015383281,1.471048273
1.233818391,1.015393236,1.471380826
1.233964242,1.015403234,1.471713363
1.234110054,1.015413231,1.472045511
1.234255827,1.015423226,1.472375938
1.234401561,1.015433218,1.472665847
1.234547255,1.015443207,1.472940185
1.23469291,1.015453195,1.473214301
1.234838526,1.01546318,1.473488195
1.234984103,1.015473163,1.473761866
1.23512964,1.015483144,1.474035317
1.235275139,1.015493123,1.474308547
1.235420599,1.015503099,1.474581556
1.23556602,1.015513073,1.474854345
1.235711402,1.015523045,1.475126915
1.235856745,1.015533014,1.475399265
1.23600205,1.015542982,1.475671396
1.236147316,1.015552947,1.475943309
1.236292543,1.01556291,1.476215004
1.236437732,1.01557287,1.476486481
1.236582882,1.015582829,1.476757741
1.236727994,1.015592785,1.477028784
1.236873067,1.015602739,1.47729961
1.237018102,1.01561269,1.477570221
1.237163098,1.01562264,1.477840615
1.237308057,1.015632587,1.478110795
1.237452977,1.015642532,1.478380759
1.237597858,1.015652474,1.478650509
1.237742702,1.015662415,1.478920045
1.237887508,1.015672353,1.479189367
1.238032275,1.015682289,1.479458476
1.238177005,1.015692223,1.479725985
1.238321696,1.015702155,1.479991675
1.23846635,1.015712084,1.480257148
1.238610966,1.015722012,1.480522404
1.238755544,1.015731937,1.480787445
1.238900085,1.015741859,1.48105227
1.239044587,1.01575178,1.481316879
1.239189052,1.015761698,1.481581274
1.23933348,1.015771615,1.481845455
1.23947787,1.015781529,1.482109421
1.239622222,1.015791441,1.482373174
1.239766537,1.01580135,1.482636714
1.239910814,1.015811258,1.48290004
1.240055054,1.015821163,1.483163154
1.240199257,1.015831066,1.483426057
1.240343422,1.015840967,1.483688747
1.240487551,1.015850866,1.483951226
1.240631642,1.015860762,1.484213495
1.240775696,1.015870656,1.484475553
1.240919712,1.015880549,1.4847374
1.241063692,1.015890439,1.484999039
1.241207635,1.015900327,1.485260467
1.241351541,1.015910212,1.485521687
1.24149541,1.015920096,1.485782698
1.241639242,1.015929977,1.486043501
1.241783037,1.015939856,1.486304096
1.241926795,1.015949733,1.486620875
1.242070517,1.015959608,1.486928247
1.242214202,1.015969481,1.487260619
1.242357851,1.015979351,1.487592987
1.242501462,1.01598922,1.48792535
1.242645038,1.015999086,1.488257709
1.242788576,1.01600895,1.488590063
1.242932079,1.016018812,1.488922413
1.243075545,1.016028671,1.489254758
1.243218974,1.016038529,1.489587099
1.243362367,1.016048385,1.489919435
1.243505724,1.016058238,1.490251767
1.243649045,1.016068089,1.490584095
1.243792329,1.016077938,1.490915117
1.243935577,1.016087785,1.491244347
1.244078789,1.01609763,1.491573567
1.244221966,1.016107473,1.491902777
1.244365106,1.016117313,1.492202335
1.24450821,1.016127151,1.492440899
1.244651278,1.016136988,1.492679237
1.24479431,1.016146822,1.49291735
1.244937306,1.016156654,1.493155237
1.245080267,1.016166484,1.4933929
1.245223191,1.016176311,1.493630339
1.24536608,1.016186137,1.493867554
1.245508934,1.016195961,1.494104546
1.245651751,1.016205782,1.494341315
1.245794534,1.016215601,1.494577862
1.24593728,1.016225419,1.494814187
1.246079991,1.016235234,1.495050291
1.246222666,1.016245047,1.495286174
1.246365307,1.016254857,1.495521836
1.246507911,1.016264666,1.495757278
1.24665048,1.016274473,1.495992501
1.246793014,1.016284277,1.496227504
1.246935513,1.01629408,1.496462289
1.247077976,1.01630388,1.496696856
1.247220405,1.016313678,1.496931205
1.247362798,1.016323475,1.497165337
1.247505156,1.016333269,1.497399251
1.247647479,1.016343061,1.497731222
1.247789766,1.016352851,1.498076036
1.247932019,1.016362638,1.498420846
1.248074237,1.016372424,1.498765653
1.24821642,1.016382208,1.499110457
1.248358568,1.016391989,1.499455258
1.248500681,1.016401769,1.499800055
1.24864276,1.016411546,1.50014485
1.248784803,1.016421321,1.500489641
1.248926812,1.016431095,1.500834429
1.249068786,1.016440866,1.501179214
1.249210726,1.016450635,1.501523996
1.249352631,1.016460402,1.501868775
1.249494501,1.016470167,1.50221355
1.249636337,1.01647993,1.502558323
1.249778139,1.016489691,1.502903093
1.249919905,1.016499449,1.50324786
1.250061638,1.016509206,1.503592624
1.250203336,1.016518961,1.503937385
1.250345,1.016528713,1.504280418
1.250486629,1.016538464,1.504622659
1.250628224,1.016548212,1.504964892
1.250769785,1.016557959,1.505307118
1.250911312,1.016567703,1.505649337
1.251052805,1.016577445,1.505991548
1.251194263,1.016587185,1.506333752
1.251335687,1.016596924,1.506675949
1.251477078,1.01660666,1.507018138
1.251618434,1.016616394,1.507360321
1.251759756,1.016626126,1.507702496
1.251901045,1.016635856,1.508044664
1.252042299,1.016645584,1.508386824
1.25218352,1.01665531,1.508728978
1.252324707,1.016665034,1.509071125
1.25246586,1.016674756,1.509413264
1.252606979,1.016684475,1.509755397
1.252748065,1.016694193,1.509988513
1.252889116,1.016703909,1.510219148
1.253030135,1.016713623,1.510449605
1.253171119,1.016723334,1.510679886
1.25331207,1.016733044,1.51090999
1.253452988,1.016742752,1.511139917
1.253593872,1.016752457,1.511369669
1.253734722,1.016762161,1.511599244
1.253875539,1.016771862,1.511828645
1.254016323,1.016781562,1.512181094
1.254157073,1.016791259,1.512538777
1.25429779,1.016800955,1.512896422
1.254438473,1.016810648,1.51325403
1.254579124,1.01682034,1.513611601
1.254719741,1.016830029,1.513969135
1.254860325,1.016839717,1.514326631
1.255000876,1.016849402,1.514684091
1.255141393,1.016859086,1.515041512
1.255281878,1.016868767,1.515398897
1.255422329,1.016878446,1.515756244
1.255562747,1.016888124,1.516113553
1.255703133,1.016897799,1.516470825
1.255843485,1.016907473,1.516828059
1.255983805,1.016917144,1.517185255
1.256124091,1.016926814,1.517542413
1.256264345,1.016936481,1.517899534
1.256404566,1.016946146,1.518256616
1.256544754,1.01695581,1.518613661
1.25668491,1.016965471,1.518970667
1.256825032,1.016975131,1.519327636
1.256965122,1.016984788,1.519684566
1.257105179,1.016994444,1.520041458
1.257245204,1.017004097,1.520398311
1.257385196,1.017013748,1.520755126
1.257525155,1.017023398,1.521111903
1.257665082,1.017033045,1.521468641
1.257804977,1.017042691,1.521825341
1.257944839,1.017052335,1.522182001
1.258084668,1.017061976,1.522538624
1.258224465,1.017071616,1.522895207
1.25836423,1.017081253,1.523251751
1.258503962,1.017090889,1.523608257
1.258643662,1.017100523,1.523964724
1.25878333,1.017110154,1.524321151
1.258922965,1.017119784,1.52467754
1.259062568,1.017129412,1.525033889
1.259202139,1.017139038,1.525390199
1.259341678,1.017148661,1.52574647
1.259481185,1.017158283,1.526102702
1.259620659,1.017167903,1.526458894
1.259760102,1.017177521,1.526815046
1.259899513,1.017187137,1.527171159
1.260038891,1.017196751,1.527527233
1.260178238,1.017206363,1.527883267
1.260317552,1.017215973,1.528239261
1.260456835,1.017225581,1.528595215
1.260596085,1.017235187,1.528951129
1.260735304,1.017244792,1.529307004
1.260874491,1.017254394,1.529662838
1.261013647,1.017263994,1.530018633
1.26115277,1.017273592,1.530374387
1.261291862,1.017283189,1.530730101
1.261430922,1.017292783,1.531085775
1.26156995,1.017302376,1.531441408
1.261708947,1.017311966,1.531797002
1.261847912,1.017321555,1.532152554
1.261986845,1.017331142,1.532508067
1.262125747,1.017340726,1.532863538
1.262264617,1.017350309,1.533218969
1.262403456,1.01735989,1.53357436
1.262542264,1.017369469,1.533929709
1.262681039,1.017379046,1.534285018
1.262819784,1.017388621,1.534640286
1.262958497,1.017398194,1.534995513
1.263097179,1.017407765,1.535350699
1.263235829,1.017417334,1.535705844
1.263374448,1.017426902,1.536060948
1.263513036,1.017436467,1.53641601
1.263651592,1.017446031,1.536771032
1.263790117,1.017455592,1.537126012
1.263928611,1.017465152,1.53748095
1.264067074,1.017474709,1.537835848
1.264205506,1.017484265,1.538190703
1.264343907,1.017493819,1.538545517
1.264482276,1.017503371,1.53890029
1.264620615,1.017512921,1.53925502
1.264758922,1.017522469,1.539609709
1.264897198,1.017532015,1.539964356
1.265035444,1.017541559,1.540318962
1.265173658,1.017551101,1.540673525
1.265311842,1.017560642,1.541028046
1.265449994,1.01757018,1.541382525
1.265588116,1.017579717,1.541736962
1.265726207,1.017589251,1.542091357
1.265864267,1.017598784,1.54244571
1.266002296,1.017608315,1.54280002
1.266140295,1.017617844,1.543154288
1.266278263,1.017627371,1.543508513
1.2664162,1.017636896,1.543877734
1.266554106,1.017646419,1.544252076
1.266691982,1.017655941,1.544597866
1.266829827,1.01766546,1.544943655
1.266967641,1.017674977,1.545289442
1.267105425,1.017684493,1.545636645
1.267243178,1.017694007,1.545991455
1.267380901,1.017703518,1.546346222
1.267518593,1.017713028,1.546700618
1.267656255,1.017722536,1.547054074
1.267793886,1.017732042,1.547407486
1.267931487,1.017741547,1.547760856
1.268069057,1.017751049,1.548114182
1.268206597,1.017760549,1.548467465
1.268344107,1.017770048,1.548820704
1.268481586,1.017779545,1.5491739
1.268619035,1.017789039,1.549527052
1.268756454,1.017798532,1.549880161
1.268893842,1.017808023,1.550219006
1.269031201,1.017817512,1.550550806
1.269168528,1.017827,1.550882605
1.269305826,1.017836485,1.551214403
1.269443094,1.017845968,1.5515462
1.269580331,1.01785545,1.551877996
1.269717539,1.01786493,1.55220979
1.269854716,1.017874407,1.552541583
1.269991863,1.017883883,1.552879016
1.27012898,1.017893357,1.553224113
1.270266068,1.017902829,1.553569209
1.270403125,1.0179123,1.553914303
1.270540152,1.017921768,1.554259395
1.270677149,1.017931235,1.554604486
1.270814116,1.017940699,1.554949576
1.270951054,1.017950162,1.555294664
1.271087961,1.017959623,1.55563975
1.271224839,1.017969082,1.555984835
1.271361687,1.017978539,1.556329918
1.271498505,1.017987995,1.556675
1.271635293,1.017997448,1.55702008
1.271772051,1.0180069,1.557365159
1.27190878,1.01801635,1.557710236
1.272045479,1.018025797,1.558055312
1.272182148,1.018035243,1.558400386
1.272318788,1.018044688,1.558745459
1.272455398,1.01805413,1.55909053
1.272591978,1.01806357,1.5594356
1.272728529,1.018073009,1.559780668
1.27286505,1.018082446,1.560125735
1.273001542,1.018091881,1.560470801
1.273138004,1.018101314,1.560815865
1.273274436,1.018110745,1.561160927
1.273410839,1.018120174,1.561505988
1.273547213,1.018129601,1.561851048
1.273683557,1.018139027,1.562196106
1.273819872,1.018148451,1.562541163
1.273956157,1.018157873,1.562886218
1.274092413,1.018167293,1.563231272
1.274228639,1.018176711,1.563576325
1.274364836,1.018186127,1.563921376
1.274501004,1.018195542,1.564266426
1.274637143,1.018204954,1.564611474
1.274773252,1.018214365,1.564956521
1.274909332,1.018223774,1.565301567
1.275045383,1.018233181,1.565646611
1.275181404,1.018242587,1.565991654
1.275317397,1.01825199,1.566336695
1.27545336,1.018261392,1.566681735
1.275589294,1.018270791,1.567026774
1.275725199,1.018280189,1.567371812
1.275861075,1.018289585,1.567716848
1.275996921,1.01829898,1.568061882
1.276132739,1.018308372,1.568406916
1.276268528,1.018317763,1.568751948
1.276404287,1.018327151,1.569096978
1.276540018,1.018336538,1.569442008
1.276675719,1.018345924,1.569787036
1.276811392,1.018355307,1.570132063
1.276947035,1.018364688,1.570477088
1.27708265,1.018374068,1.570822112
1.277218236,1.018383446,1.571167135
1.277353793,1.018392822,1.571512156
1.277489321,1.018402196,1.571857177
1.27762482,1.018411568,1.572202196
1.277760291,1.018420938,1.572547213
1.277895732,1.018430307,1.572892229
1.278031145,1.018439674,1.573237244
1.278166529,1.018449039,1.573582258
1.278301884,1.018458402,1.573927271
1.278437211,1.018467763,1.574272282
1.278572509,1.018477123,1.574617292
1.278707778,1.018486481,1.5749623
1.278843018,1.018495837,1.575307307
1.27897823,1.018505191,1.575652314
1.279113413,1.018514543,1.575997318
1.279248568,1.018523893,1.576342322
1.279383694,1.018533242,1.576687324
1.279518791,1.018542589,1.577032325
1.27965386,1.018551934,1.577377325
1.2797889,1.018561277,1.577722323
1.279923912,1.018570619,1.57806732
1.280058896,1.018579958,1.578412316
1.28019385,1.018589296,1.578757311
1.280328777,1.018598632,1.579102304
1.280463675,1.018607966,1.579447297
1.280598544,1.018617298,1.579792288
1.280733385,1.018626629,1.580137277
1.280868198,1.018635958,1.580482266
1.281002982,1.018645285,1.580827253
1.281137738,1.01865461,1.581172239
1.281272466,1.018663933,1.581517224
1.281407165,1.018673255,1.581862207
1.281541836,1.018682574,1.582207189
1.281676479,1.018691892,1.582552171
1.281811094,1.018701208,1.58289715
1.28194568,1.018710523,1.583242129
1.282080238,1.018719835,1.583587106
1.282214768,1.018729146,1.583932082
1.282349269,1.018738455,1.584277057
1.282483743,1.018747762,1.584622031
1.282618188,1.018757067,1.584967003
1.282752605,1.018766371,1.585311974
1.282886994,1.018775673,1.585656944
1.283021355,1.018784973,1.586001913
1.283155688,1.018794271,1.58634688
1.283289993,1.018803567,1.586691847
1.28342427,1.018812862,1.587036812
1.283558518,1.018822155,1.587381775
