LC,95% UI,
1.467444411,1.314093334,1.637515215
1.467672756,1.314223061,1.637804578
1.467895769,1.314348014,1.638087988
1.468118781,1.314472968,1.638371398
1.468341794,1.314597925,1.638654806
1.468564806,1.314722883,1.638938214
1.468787819,1.314889162,1.639315215
1.469010831,1.315055442,1.639692214
1.469233844,1.315221723,1.640069211
1.469456856,1.315388004,1.640446205
1.469679868,1.315554286,1.640823198
1.469902881,1.315720568,1.641200189
1.470120676,1.315882181,1.641571352
1.470338471,1.316043794,1.641942512
1.470556266,1.316205409,1.642313668
1.470774061,1.316367024,1.642684822
1.470991856,1.316489703,1.643051584
1.471209652,1.316612383,1.643418343
1.471427447,1.316735064,1.6437851
1.471645242,1.316857747,1.644151856
1.471863037,1.31698043,1.644518609
1.472080832,1.317103115,1.644885361
1.472293519,1.317221231,1.645246403
1.472506205,1.317339348,1.645607441
1.472718892,1.317457466,1.645968477
1.472931579,1.317575587,1.64632951
1.473144266,1.317690763,1.646679698
1.473356953,1.317805941,1.647029884
1.473569639,1.31792112,1.647380068
1.473782326,1.3180363,1.647730251
1.473995013,1.318151481,1.648080432
1.4742077,1.318266663,1.648430611
1.474415378,1.318377367,1.648775188
1.474623055,1.318488073,1.649119761
1.474830733,1.318598781,1.649464333
1.475038411,1.31870949,1.649808902
1.475246089,1.318818252,1.65015272
1.475453767,1.318927016,1.650496536
1.475661445,1.31903578,1.650840351
1.475869123,1.319144545,1.651184164
1.476076801,1.319253312,1.651527976
1.476284478,1.319362079,1.651871786
1.476487239,1.319466454,1.652210091
1.476689999,1.31957083,1.652548394
1.47689276,1.319675207,1.652886695
1.47709552,1.319779586,1.653224994
1.477298281,1.320018834,1.653579725
1.477501041,1.32025808,1.653934454
1.477703802,1.320497325,1.654289182
1.477906562,1.32073657,1.654643907
1.478109323,1.320975814,1.654998631
1.478312083,1.321215056,1.655353353
1.478510012,1.32144998,1.655702662
1.478707941,1.321684903,1.656051969
1.47890587,1.321919824,1.656401273
1.479103799,1.322154744,1.656750574
1.479301728,1.322410129,1.657084606
1.479499657,1.322665512,1.657418636
1.479697586,1.322920895,1.657752665
1.479895514,1.323176277,1.658086692
1.480093443,1.323431657,1.658420717
1.480291372,1.323687036,1.658754741
1.480484547,1.323938163,1.659083436
1.480677722,1.324189289,1.659412129
1.480870897,1.324440412,1.659740819
1.481064072,1.324691534,1.660069507
1.481257247,1.324828149,1.660394795
1.481450422,1.324964765,1.660720082
1.481643597,1.325101381,1.661045367
1.481836772,1.325237997,1.661370651
1.482029947,1.325374614,1.661695934
1.482223122,1.325511232,1.662021215
1.482411619,1.325643666,1.662341248
1.482600116,1.325776102,1.662661279
1.482788613,1.325908538,1.662981308
1.48297711,1.326040975,1.663301335
1.483165607,1.32614481,1.663617961
1.483354104,1.326248647,1.663934585
1.483542601,1.326352485,1.664251208
1.483731098,1.326456323,1.66456783
1.483919595,1.326560162,1.66488445
1.484108092,1.326664003,1.665201069
1.484291985,1.326763728,1.66551252
1.484475878,1.326863455,1.665823969
1.484659771,1.326963183,1.666135416
1.484843664,1.327062913,1.66644686
1.485027556,1.327269743,1.6667522
1.485211449,1.327476572,1.667057538
1.485395342,1.327683401,1.667362875
1.485579235,1.327890229,1.66766821
1.485763128,1.328097057,1.667973545
1.485947021,1.328303884,1.668278877
1.486126382,1.328506659,1.668579121
1.486305743,1.328709433,1.668879362
1.486485104,1.328912207,1.669179602
1.486664465,1.32911498,1.669479839
1.486843826,1.329118644,1.669773973
1.487023187,1.329122311,1.670068105
1.487202548,1.329125979,1.670362237
1.487381909,1.32912965,1.670656367
1.48756127,1.329133322,1.670950496
1.487740632,1.329136997,1.671244623
1.487915529,1.329136686,1.671533735
1.488090425,1.329136377,1.671822845
1.488265322,1.329136072,1.672111953
1.488440219,1.32913577,1.672401059
1.488615116,1.329167128,1.67268663
1.488790013,1.329198487,1.6729722
1.48896491,1.329229848,1.673257769
1.489139807,1.32926121,1.673543337
1.489314704,1.329292574,1.673828903
1.489489601,1.32932394,1.674114469
1.48966009,1.329351373,1.674395078
1.489830579,1.329378808,1.674675685
1.490001067,1.329406246,1.674956291
1.490171556,1.329433686,1.675236895
1.490342044,1.329425477,1.675512174
1.490512533,1.32941727,1.675787453
1.490683021,1.329409065,1.67606273
1.49085351,1.329400862,1.676338007
1.491023998,1.329392661,1.676613282
1.491194487,1.329384462,1.676888557
1.491360615,1.329372379,1.677158927
1.491526744,1.329360299,1.677429295
1.491692872,1.329348222,1.677699662
1.491859001,1.329336147,1.677970028
1.49202513,1.329328024,1.678244225
1.492191258,1.329319902,1.678518421
1.492357387,1.329311782,1.678792616
1.492523515,1.329303665,1.67906681
1.492689644,1.329295549,1.679341003
1.492855773,1.329287435,1.679615195
1.493017591,1.329275485,1.679884535
1.493179409,1.329263538,1.680153874
1.493341226,1.329251594,1.680423212
1.493503044,1.329239653,1.680692548
1.493664862,1.329231614,1.680987087
1.49382668,1.329223577,1.681281624
1.493988498,1.329215542,1.681576161
1.494150316,1.329207509,1.681870696
1.494312134,1.329199478,1.68216523
1.494473952,1.329191448,1.682459762
1.494631525,1.329179645,1.682749514
1.494789098,1.329167846,1.683039263
1.494946671,1.329156048,1.683329011
1.495104245,1.329144254,1.683618757
1.495261818,1.32913632,1.683887855
1.495419391,1.329128388,1.684156951
1.495576964,1.329120458,1.684426046
1.495734537,1.329112529,1.684695141
1.49589211,1.329104603,1.684964234
1.496049683,1.329096678,1.685233326
1.496203065,1.329085032,1.685497696
1.496356447,1.329073388,1.685762064
1.496509829,1.329061747,1.68602643
1.496663211,1.329050109,1.686290795
1.496816593,1.32907774,1.686545253
1.496969975,1.329105373,1.686799711
1.497123357,1.329133007,1.687054167
1.497276739,1.329160642,1.687308623
1.497430121,1.329188279,1.687563077
1.497583503,1.329215916,1.687817531
1.497732742,1.329239878,1.688067313
1.49788198,1.329263842,1.688317094
1.498031219,1.329287807,1.688566874
1.498180457,1.329311774,1.688816653
1.498329696,1.329381196,1.689056339
1.498478935,1.329450619,1.689296025
1.498628173,1.329520043,1.68953571
1.498777412,1.329589467,1.689775394
1.49892665,1.329658892,1.690015077
1.499075889,1.329728318,1.69025476
1.499221032,1.329794112,1.690489823
1.499366175,1.329859906,1.690724885
1.499511317,1.329925702,1.690959946
1.49965646,1.329991499,1.691195006
1.499801603,1.330061451,1.691380614
1.499946746,1.330131403,1.691566223
1.500091889,1.330201356,1.69175183
1.500237032,1.33027131,1.691937438
1.500382175,1.330341264,1.692123045
1.500527318,1.330411219,1.692308652
1.500668454,1.330477623,1.692489741
1.500809591,1.330544027,1.692670829
1.500950727,1.330610433,1.692851916
1.501091864,1.330676839,1.693033003
1.501233,1.330764881,1.69324692
1.501374137,1.330852923,1.693460837
1.501515273,1.330940965,1.693674752
1.50165641,1.331029008,1.693888667
1.501797546,1.331117051,1.694102582
1.501938683,1.331205094,1.694316496
1.502075867,1.331289635,1.69452595
1.502213051,1.331374177,1.694735404
1.502350236,1.33145872,1.694944857
1.50248742,1.331543263,1.69515431
1.502624605,1.331708568,1.695369341
1.502761789,1.331873872,1.695584372
1.502898974,1.332039176,1.695799403
1.503036158,1.33220448,1.696014432
1.503173343,1.332369783,1.696229461
1.503310527,1.332535086,1.69644449
1.503427182,1.33268219,1.696636349
1.503543837,1.332829292,1.696828207
1.503660492,1.332976393,1.697020062
1.503777147,1.333123492,1.697211915
1.503893801,1.333270635,1.697400454
1.504010456,1.333417777,1.697588991
1.504127111,1.333564917,1.697777527
1.504243766,1.333712056,1.69796606
1.504360421,1.333859193,1.698154592
1.504477076,1.334006329,1.698343122
1.504593731,1.334153464,1.69853165
1.504710385,1.334300597,1.698720176
1.50482704,1.334447728,1.6989087
1.504943695,1.334594858,1.699097223
1.50506035,1.334632662,1.699280874
1.505177005,1.334670467,1.699464524
1.50529366,1.334708274,1.699648173
1.505410315,1.334746082,1.69983182
1.50552697,1.334783893,1.700015466
1.505643624,1.334821705,1.70019911
1.505760279,1.33485952,1.700382753
1.505876934,1.334897336,1.700566395
1.505993589,1.334935153,1.700750035
1.506110244,1.334972973,1.700933674
1.506226899,1.335009117,1.701104026
1.506343554,1.33504526,1.701274378
1.506460208,1.335081404,1.701444731
1.506576863,1.335117547,1.701615083
1.506693518,1.335153691,1.701785436
1.506810173,1.335189834,1.701955788
1.506926828,1.335225978,1.70212614
1.507043483,1.335262122,1.702296493
1.507160138,1.335298265,1.702466845
1.507276793,1.335334409,1.702637197
1.507393447,1.335370553,1.702807549
1.507510102,1.335406696,1.702977902
1.507626757,1.33544284,1.703148254
1.507743412,1.335478984,1.703318606
1.507860067,1.335515128,1.703488959
1.507976722,1.335551271,1.703659311
1.508093377,1.335587415,1.703829663
1.508210031,1.335623559,1.704000015
1.508326686,1.335659703,1.704170367
1.508443341,1.335695847,1.70434072
1.508559996,1.335731991,1.704511072
1.508676651,1.335768134,1.704681424
1.508793306,1.335804278,1.704851776
1.508909961,1.335840422,1.705022128
1.509026616,1.335876566,1.70519248
1.50914327,1.33591271,1.705362833
1.509259925,1.335948854,1.705533185
1.50937658,1.335984998,1.705703537
1.509493235,1.336021142,1.705873889
1.50960989,1.336057286,1.706044241
1.509726545,1.336093431,1.706214593
1.5098432,1.336129575,1.706384945
1.509959854,1.336165719,1.706555297
1.510076509,1.336201863,1.706725649
1.510193164,1.336238007,1.706896001
1.510309819,1.336274151,1.707066353
1.510426474,1.336310295,1.707236705
1.510543129,1.33634644,1.707407057
1.510659784,1.336382584,1.707577409
1.510776439,1.336418728,1.707747761
1.510893093,1.336454872,1.707918113
1.511009748,1.336491017,1.708088465
1.511126403,1.336527161,1.708258817
1.511243058,1.336563305,1.708429169
1.511359713,1.33659945,1.708599521
1.511476368,1.336635594,1.708769873
1.511593023,1.336671738,1.708940225
1.511709677,1.336707883,1.709110576
1.511826332,1.336744027,1.709280928
1.511942987,1.336780172,1.70945128
1.512059642,1.336816316,1.709621632
1.512176297,1.336852461,1.709791984
1.512292952,1.336888605,1.709962336
1.512409607,1.33692475,1.710132688
1.512526262,1.336960894,1.710303039
1.512642916,1.336997039,1.710473391
1.512759571,1.337033183,1.710643743
1.512876226,1.337069328,1.710814095
1.512992881,1.337105473,1.710984446
1.513109536,1.337141617,1.711154798
1.513226191,1.337177762,1.71132515
1.513342846,1.337213907,1.711495502
1.5134595,1.337250051,1.711665853
1.513576155,1.337286196,1.711836205
1.51369281,1.337322341,1.712006557
1.513809465,1.337358485,1.712176908
1.51392612,1.33739463,1.71234726
1.514042775,1.337430775,1.712517612
1.51415943,1.33746692,1.712687963
1.514276084,1.337503065,1.712858315
1.514392739,1.337539209,1.713028667
1.514509394,1.337575354,1.713199018
1.514626049,1.337611499,1.71336937
1.514742704,1.337647644,1.713539722
1.514859359,1.337683789,1.713710073
1.514976014,1.337719934,1.713880425
1.515060921,1.337728047,1.71401486
1.515145829,1.337736164,1.714149293
1.515230736,1.337744283,1.714283725
1.515315643,1.337752405,1.714418156
1.515400551,1.337760529,1.714552584
1.515485458,1.337768657,1.714687011
1.515570366,1.337776787,1.714821437
1.515655273,1.337784921,1.71495586
1.515740181,1.337793057,1.715090283
1.515825088,1.337801195,1.715224703
1.515909995,1.337809337,1.715359122
1.515994903,1.337817481,1.715493539
1.51607981,1.337825629,1.715627955
1.516164718,1.337833779,1.715762369
1.516249625,1.337841932,1.715896782
1.516334532,1.337850087,1.716031193
1.51641944,1.337858246,1.716165602
1.516504347,1.337866407,1.71630001
1.516589255,1.337874571,1.716434416
1.516674162,1.337882738,1.71656882
1.51675907,1.337890908,1.716703223
1.516843977,1.337899081,1.716837624
1.516928884,1.337907256,1.716972024
1.517013792,1.337915434,1.717106422
1.517098699,1.337958244,1.71721059
1.517183607,1.338001055,1.717314759
1.517268514,1.338043865,1.717418927
1.517353422,1.338086675,1.717523096
1.517438329,1.338129485,1.717627264
1.517523236,1.338172296,1.717731433
1.517608144,1.338215106,1.717835602
1.517693051,1.338257916,1.71793977
1.517777959,1.338300727,1.718043939
1.517862866,1.338343537,1.718148107
1.517947774,1.338386347,1.718252276
1.518032681,1.338429157,1.718356444
1.518117588,1.338471968,1.718460613
1.518202496,1.338514778,1.718564781
1.518287403,1.338557588,1.71866895
1.518372311,1.338600399,1.718773118
1.518457218,1.338643209,1.718877287
1.518542126,1.338686019,1.718981455
1.518627033,1.33872883,1.719085624
1.51871194,1.33877164,1.719189793
1.518796848,1.33881445,1.719293961
1.518881755,1.338857261,1.71939813
1.518966663,1.338900071,1.719502298
1.51905157,1.338942881,1.719606467
1.519136477,1.338985692,1.719710635
1.519221385,1.339028502,1.719814804
1.519306292,1.339071313,1.719918972
1.5193912,1.339114123,1.720023141
1.519476107,1.339156933,1.720127309
1.519561015,1.339199744,1.720231478
1.519645922,1.339242554,1.720335646
1.519730829,1.339285365,1.720439815
1.519815737,1.339328175,1.720543983
1.519900644,1.339370985,1.720648152
1.519985552,1.339413796,1.72075232
1.520070459,1.339456606,1.720856489
1.520155367,1.339499417,1.720960657
1.520240274,1.339542227,1.721064826
1.520325181,1.339585038,1.721168994
1.520410089,1.339627848,1.721273163
1.520494996,1.339670658,1.721377331
1.520579904,1.339713469,1.7214815
1.520664811,1.339756279,1.721585668
1.520749719,1.33979909,1.721689837
1.520834626,1.3398419,1.721794005
1.520919533,1.339884711,1.721898174
1.521004441,1.339927521,1.722002342
1.521089348,1.339970332,1.722106511
1.521174256,1.340013142,1.722210679
1.521259163,1.340055953,1.722314848
1.521344071,1.340098763,1.722419016
1.521428978,1.340141574,1.722523185
1.521513885,1.340184384,1.722627353
1.521598793,1.340227195,1.722731522
1.5216837,1.340270005,1.72283569
1.521768608,1.340312816,1.722939859
1.521853515,1.340355626,1.723044027
1.521938423,1.340398437,1.723148196
1.52202333,1.340441247,1.723252364
1.522108237,1.340484058,1.723356533
1.522193145,1.340526868,1.723460701
1.522278052,1.340569679,1.72356487
1.52236296,1.340612489,1.723669038
1.522447867,1.3406553,1.723773207
1.522532774,1.340698111,1.723877375
1.522617682,1.340740921,1.723981544
1.522702589,1.340783732,1.724085712
1.522787497,1.340826542,1.724189881
1.522872404,1.340869353,1.724294049
1.522957312,1.340912163,1.724398218
1.523042219,1.340954974,1.724502386
1.523127126,1.340997785,1.724606555
1.523212034,1.341040595,1.724710723
1.523296941,1.341083406,1.724814891
1.523381849,1.341126216,1.72491906
1.523466756,1.341169027,1.725023228
1.52352859,1.341191525,1.72510127
1.523590424,1.341214025,1.725179312
1.523652257,1.341236525,1.725257353
1.523714091,1.341259026,1.725335395
1.523775925,1.341281529,1.725413436
1.523837758,1.341304032,1.725491476
1.523899592,1.341326536,1.725569517
1.523961426,1.341349041,1.725647557
1.524023259,1.341371547,1.725725597
1.524085093,1.341394054,1.725803637
1.524146927,1.341416562,1.725881676
1.52420876,1.341439071,1.725959715
1.524270594,1.341461581,1.726037754
1.524332428,1.341484092,1.726115793
1.524394261,1.341506604,1.726193832
1.524456095,1.341529117,1.72627187
1.524517929,1.341551631,1.726349908
1.524579762,1.341574146,1.726427946
1.524641596,1.341596662,1.726505983
1.52470343,1.341619179,1.72658402
1.524765263,1.341641696,1.726662057
1.524827097,1.341664215,1.726740094
1.524888931,1.341686735,1.726818131
1.524950765,1.341709256,1.726896167
1.525012598,1.341728775,1.727010707
1.525074432,1.341748295,1.727125247
1.525136266,1.341767814,1.727239787
1.525198099,1.341787333,1.727354327
1.525259933,1.341806853,1.727468867
1.525321767,1.341826372,1.727583406
1.5253836,1.341845892,1.727697946
1.525445434,1.341865411,1.727812486
1.525507268,1.341884931,1.727927026
1.525569101,1.34190445,1.728041566
1.525630935,1.34192397,1.728156106
1.525692769,1.341943489,1.728270646
1.525754602,1.341963009,1.728385186
1.525816436,1.341982528,1.728499726
1.52587827,1.342002048,1.728614265
1.525940103,1.342021568,1.728728805
1.526001937,1.342041087,1.728843345
1.526063771,1.342060607,1.728957885
1.526125604,1.342080126,1.729072425
1.526187438,1.342099646,1.729186965
1.526249272,1.342119165,1.729301504
1.526311106,1.342138685,1.729416044
1.526372939,1.342158204,1.729530584
1.526434773,1.342177724,1.729645124
1.526496607,1.342197243,1.729759664
1.52655844,1.342216763,1.729874204
1.526620274,1.342236282,1.729988743
1.526682108,1.342255802,1.730103283
1.526743941,1.342275321,1.730217823
1.526805775,1.342294841,1.730332363
1.526867609,1.342314361,1.730446903
1.526929442,1.34233388,1.730561443
1.526991276,1.3423534,1.730675982
1.52705311,1.342372919,1.730790522
1.527114943,1.342392439,1.730905062
1.527176777,1.342411958,1.731019602
1.527238611,1.342431478,1.731134141
1.527300444,1.342450998,1.731248681
1.527362278,1.342470517,1.731363221
1.527424112,1.342490037,1.731477761
1.527485945,1.342509556,1.731592301
1.527547779,1.342529076,1.73170684
1.527609613,1.342548596,1.73182138
1.527671447,1.342568115,1.73193592
1.52773328,1.342587635,1.73205046
1.527795114,1.342607154,1.732164999
1.527856948,1.342626674,1.732279539
1.527918781,1.342646194,1.732394079
1.527980615,1.342665713,1.732508619
1.528042449,1.342685233,1.732623158
1.528104282,1.342704752,1.732737698
1.528166116,1.342724272,1.732852238
1.52822795,1.342743792,1.732966778
1.528289783,1.342763311,1.733081317
1.528351617,1.342782831,1.733195857
1.528413451,1.34280235,1.733310397
1.528475284,1.34282187,1.733424936
1.528537118,1.34284139,1.733539476
1.528598952,1.342860909,1.733654016
1.528660785,1.342880429,1.733768556
1.528722619,1.342899949,1.733883095
1.528784453,1.342919468,1.733997635
1.528846286,1.342938988,1.734112175
1.52890812,1.342958508,1.734226714
1.528969954,1.342978027,1.734341254
1.529031788,1.342997547,1.734455794
1.529093621,1.343017067,1.734570333
1.529155455,1.343036586,1.734684873
1.529217289,1.343056106,1.734799413
1.529279122,1.343075626,1.734913952
1.529340956,1.343095145,1.735028492
1.52940279,1.343114665,1.735143032
1.529464623,1.343134185,1.735257571
1.529526457,1.343153704,1.735372111
1.529588291,1.343173224,1.735486651
1.529650124,1.343192744,1.73560119
1.529696123,1.343198359,1.735697762
1.529742121,1.343203975,1.735794333
1.52978812,1.343209591,1.735890904
1.529834118,1.343215208,1.735987473
1.529880117,1.343220826,1.736084041
1.529926115,1.343226445,1.736180608
1.529972114,1.343232064,1.736277175
1.530018112,1.343237685,1.73637374
1.530064111,1.343243306,1.736470305
1.530110109,1.343248927,1.736566869
1.530156108,1.343254549,1.736663431
1.530202106,1.343260172,1.736759993
1.530248105,1.343265796,1.736856554
1.530294103,1.343271421,1.736953114
1.530340102,1.343277046,1.737049673
1.5303861,1.343282672,1.737146231
1.530432099,1.343288299,1.737242789
1.530478097,1.343293926,1.737339345
1.530524096,1.343299554,1.7374359
1.530570094,1.343305183,1.737532455
1.530616093,1.343310812,1.737629008
1.530662091,1.343316443,1.737725561
1.53070809,1.343322074,1.737822113
1.530754088,1.343327705,1.737918663
1.530800087,1.343340905,1.737965727
1.530846085,1.343354105,1.738012791
1.530892084,1.343367306,1.738059855
1.530938082,1.343380506,1.738106919
1.530984081,1.343393706,1.738153982
1.531030079,1.343406906,1.738201046
1.531076078,1.343420106,1.73824811
1.531122076,1.343433306,1.738295174
1.531168075,1.343446506,1.738342238
1.531214073,1.343459706,1.738389302
1.531260072,1.343472906,1.738436365
1.53130607,1.343486106,1.738483429
1.531352069,1.343499306,1.738530493
1.531398067,1.343512506,1.738577557
1.531444066,1.343525707,1.738624621
1.531490064,1.343538907,1.738671684
1.531536063,1.343552107,1.738718748
1.531582061,1.343565307,1.738765812
1.53162806,1.343578507,1.738812876
1.531674058,1.343591707,1.73885994
1.531720057,1.343604907,1.738907004
1.531766055,1.343618107,1.738954067
1.531812054,1.343631307,1.739001131
1.531858052,1.343644507,1.739048195
1.531904051,1.343657707,1.739095259
1.531950049,1.343670908,1.739142323
1.531996048,1.343684108,1.739189386
1.532042046,1.343697308,1.73923645
1.532088045,1.343710508,1.739283514
1.532134043,1.343723708,1.739330578
1.532180042,1.343736908,1.739377642
1.53222604,1.343750108,1.739424706
1.532272039,1.343763308,1.739471769
1.532318037,1.343776508,1.739518833
1.532364036,1.343789709,1.739565897
1.532410034,1.343802909,1.739612961
1.532456033,1.343816109,1.739660025
1.532502031,1.343829309,1.739707089
1.53254803,1.343842509,1.739754152
1.532594028,1.343855709,1.739801216
1.532640027,1.343868909,1.73984828
1.532686025,1.343882109,1.739895344
1.532732024,1.343895309,1.739942408
1.532778022,1.34390851,1.739989471
1.532824021,1.34392171,1.740036535
1.532870019,1.34393491,1.740083599
1.532916018,1.34394811,1.740130663
1.532962016,1.34396131,1.740177727
1.533008015,1.34397451,1.740224791
1.533054013,1.34398771,1.740271854
1.533100012,1.34400091,1.740318918
1.533146011,1.344014111,1.740365982
1.533192009,1.344027311,1.740413046
1.533238008,1.344040511,1.74046011
1.533284006,1.344053711,1.740507174
1.533330005,1.344066911,1.740554237
1.533376003,1.344080111,1.740601301
1.533422002,1.344093311,1.740648365
1.533468,1.344106512,1.740695429
1.533513999,1.344119712,1.740742493
1.533559997,1.344132912,1.740789557
1.533605996,1.344146112,1.74083662
1.533651994,1.344159312,1.740883684
1.533697993,1.344172512,1.740930748
1.533743991,1.344185712,1.740977812
1.53378999,1.344198913,1.741024876
1.533835988,1.344212113,1.74107194
1.533881987,1.344225313,1.741119003
1.533927985,1.344238513,1.741166067
1.533973984,1.344251713,1.741213131
1.534019982,1.344264913,1.741260195
1.534065981,1.344278113,1.741307259
1.534111979,1.344291314,1.741354322
1.534157978,1.344304514,1.741401386
1.534203976,1.344317714,1.74144845
1.534249975,1.344330914,1.741495514
1.534286694,1.344335984,1.741532045
1.534323413,1.344341054,1.741568576
1.534360132,1.344346124,1.741605107
1.534396851,1.344351195,1.741641639
1.53443357,1.344356266,1.74167817
1.534470289,1.344361337,1.741714701
1.534507009,1.344366408,1.741751233
1.534543728,1.34437148,1.741787764
1.534580447,1.344376553,1.741824296
1.534617166,1.344381625,1.741860827
1.534653885,1.344386698,1.741897359
1.534690604,1.344391771,1.741933891
1.534727323,1.344396845,1.741970423
1.534764043,1.344401919,1.742006954
1.534800762,1.344406993,1.742043486
1.534837481,1.344412068,1.742080018
1.5348742,1.344417142,1.74211655
1.534910919,1.344422218,1.742153082
1.534947638,1.344427293,1.742189615
1.534984357,1.344432369,1.742226147
1.535021076,1.344437445,1.742262679
1.535057796,1.344442522,1.742299212
1.535094515,1.344447599,1.742335744
1.535131234,1.344452676,1.742372276
1.535167953,1.344485173,1.742396929
1.535204672,1.344517669,1.742421582
1.535241391,1.344550166,1.742446235
1.53527811,1.344582663,1.742470888
1.53531483,1.34461516,1.742495541
1.535351549,1.344647656,1.742520194
1.535388268,1.344680153,1.742544847
1.535424987,1.34471265,1.742569499
1.535461706,1.344745147,1.742594152
1.535498425,1.344777643,1.742618805
1.535535144,1.34481014,1.742643458
1.535571864,1.344842637,1.742668111
1.535608583,1.344875134,1.742692764
1.535645302,1.344907631,1.742717417
1.535682021,1.344940127,1.74274207
1.53571874,1.344972624,1.742766722
1.535755459,1.345005121,1.742791375
1.535792178,1.345037618,1.742816028
1.535828898,1.345070114,1.742840681
1.535865617,1.345102611,1.742865334
1.535902336,1.345135108,1.742889987
1.535939055,1.345167605,1.74291464
1.535975774,1.345200101,1.742939293
1.536012493,1.345232598,1.742963946
1.536049212,1.345265095,1.742988598
1.536085932,1.345297592,1.743013251
1.536122651,1.345330089,1.743037904
1.53615937,1.345362585,1.743062557
1.536196089,1.345395082,1.74308721
1.536232808,1.345427579,1.743111863
1.536269527,1.345460076,1.743136516
1.536306246,1.345492572,1.743161169
1.536342966,1.345525069,1.743185821
1.536379685,1.345557566,1.743210474
1.536416404,1.345590063,1.743235127
1.536453123,1.345622559,1.74325978
1.536489842,1.345655056,1.743284433
1.536526561,1.345687553,1.743309086
1.53656328,1.34572005,1.743333739
1.536599999,1.345752547,1.743358392
1.536636719,1.345785043,1.743383045
1.536673438,1.34581754,1.743407698
1.536710157,1.345850037,1.74343235
1.536746876,1.345882534,1.743457003
1.536783595,1.34591503,1.743481656
1.536820314,1.345947527,1.743506309
1.536857033,1.345980024,1.743530962
1.536893753,1.346012521,1.743555615
1.536930472,1.346045017,1.743580268
1.536967191,1.346077514,1.743604921
1.53700391,1.346110011,1.743629574
1.537040629,1.346142508,1.743654226
1.537077348,1.346175004,1.743678879
1.537114067,1.346207501,1.743703532
1.537150787,1.346239998,1.743728185
1.537187506,1.346272495,1.743752838
1.537224225,1.346304992,1.743777491
1.537260944,1.346337488,1.743802144
1.537297663,1.346369985,1.743826797
1.537334382,1.346402482,1.74385145
1.537371101,1.346434979,1.743876103
1.537407821,1.346467475,1.743900755
1.53744454,1.346499972,1.743925408
1.537481259,1.346532469,1.743950061
1.537517978,1.346564966,1.743974714
1.537554697,1.346597462,1.743999367
1.537591416,1.346629959,1.74402402
1.537628135,1.346662456,1.744048673
1.537664855,1.346694953,1.744073326
1.537701574,1.34672745,1.744097979
1.537738293,1.346759946,1.744122632
1.537775012,1.346792443,1.744147284
1.537811731,1.34682494,1.744171937
1.53784845,1.346857437,1.74419659
1.537885169,1.346889933,1.744221243
1.537921889,1.34692243,1.744245896
1.537953783,1.346950701,1.744265077
1.537985677,1.346978973,1.744284258
1.538017572,1.347007244,1.74430344
1.538049466,1.347035515,1.744322621
1.538081361,1.347063787,1.744341802
1.538113255,1.347092058,1.744360984
1.53814515,1.347120329,1.744380166
1.538177044,1.3471486,1.744399347
1.538208939,1.347176872,1.744418529
1.538240833,1.347205143,1.744437711
1.538272728,1.347233414,1.744456893
1.538304622,1.347261685,1.744476075
1.538336517,1.347289957,1.744495258
1.538368411,1.347318228,1.74451444
1.538400306,1.347346499,1.744533623
1.5384322,1.347374771,1.744552805
1.538464094,1.347403042,1.744571988
1.538495989,1.347431313,1.744591171
1.538527883,1.347459584,1.744610354
1.538559778,1.347487856,1.744629537
1.538591672,1.347516127,1.74464872
1.538623567,1.347544398,1.744667903
1.538655461,1.347572669,1.744687087
1.538687356,1.347600941,1.74470627
1.53871925,1.347683205,1.744731819
1.538751145,1.347765469,1.744757368
1.538783039,1.347847734,1.744782917
1.538814934,1.347929998,1.744808466
1.538846828,1.348012262,1.744834015
1.538878723,1.348094526,1.744859564
1.538910617,1.348176791,1.744885113
1.538942512,1.348259055,1.744910661
1.538974406,1.348341319,1.74493621
1.5390063,1.348423584,1.744961759
1.539038195,1.348505848,1.744987308
1.539070089,1.348588112,1.745012857
1.539101984,1.348670377,1.745038406
1.539133878,1.348752641,1.745063955
1.539165773,1.348834905,1.745089504
1.539197667,1.34891717,1.745115053
1.539229562,1.348999434,1.745140602
1.539261456,1.349081698,1.745166151
1.539293351,1.349163963,1.745191699
1.539325245,1.349246227,1.745217248
1.53935714,1.349328491,1.745242797
1.539389034,1.349410756,1.745268346
1.539420929,1.34949302,1.745293895
1.539452823,1.349575284,1.745319444
1.539484718,1.349657548,1.745344993
1.539516612,1.349739813,1.745370542
1.539548506,1.349822077,1.745396091
1.539580401,1.349904341,1.74542164
1.539612295,1.349986606,1.745447188
1.53964419,1.35006887,1.745472737
1.539676084,1.350151134,1.745498286
1.539707979,1.350233399,1.745523835
1.539739873,1.350315663,1.745549384
1.539771768,1.350397927,1.745574933
1.539803662,1.350480191,1.745600482
1.539835557,1.350562456,1.745626031
1.539867451,1.35064472,1.74565158
1.539899346,1.350726984,1.745677129
1.53993124,1.350809249,1.745702678
1.539963135,1.350891513,1.745728226
1.539995029,1.350973777,1.745753775
1.540026923,1.351056041,1.745779324
1.540058818,1.351138306,1.745804873
1.540090712,1.35122057,1.745830422
1.540122607,1.351302834,1.745855971
1.540154501,1.351385099,1.74588152
1.540186396,1.351467363,1.745907069
1.54021829,1.351549627,1.745932618
1.540250185,1.351631891,1.745958167
1.540282079,1.351714156,1.745983716
1.540313974,1.35179642,1.746009265
