LC,95% UI,
2.197453773,1.725319947,2.771247657
2.199264395,1.726440721,2.774271976
2.201075171,1.727306355,2.777296529
2.202886101,1.72818049,2.780321309
2.204697182,1.729054421,2.783346313
2.206508412,1.729927782,2.786371534
2.20831979,1.730800573,2.789396969
2.210131313,1.731672794,2.792422611
2.211942979,1.732544444,2.795448457
2.213754788,1.733415524,2.798474501
2.215566737,1.734286034,2.801500738
2.217378823,1.735155973,2.804527163
2.219191046,1.736025341,2.807553772
2.221003404,1.736894138,2.810580559
2.222815894,1.737762364,2.81360752
2.224628515,1.738630019,2.816831342
2.226441265,1.739497103,2.820616336
2.228254143,1.740363615,2.824405408
2.230067146,1.741229556,2.828198557
2.231880272,1.742094925,2.831995781
2.23369352,1.742959722,2.83579708
2.235506888,1.743823948,2.839602452
2.237320375,1.744687601,2.843411822
2.239133977,1.745550683,2.847222296
2.240947695,1.746413192,2.851032485
2.242761525,1.74727513,2.854846686
2.244575467,1.748136495,2.858664897
2.246389517,1.748997288,2.862487118
2.248203676,1.749857509,2.866313346
2.25001794,1.750717157,2.870143581
2.251832308,1.751576233,2.87397782
2.253646778,1.752434737,2.877816064
2.255461349,1.753292668,2.881658309
2.257276019,1.754150026,2.885504555
2.259090786,1.755006812,2.888565923
2.260905648,1.755801589,2.891626084
2.262720604,1.756526233,2.894678604
2.264535652,1.757250205,2.897722028
2.26635079,1.757973505,2.901275377
2.268166016,1.758696133,2.905203525
2.269981329,1.75941809,2.909135786
2.271796728,1.760363782,2.912844711
2.273612209,1.76133588,2.916061813
2.275427772,1.762307869,2.919262631
2.277243415,1.763279745,2.922462944
2.279059137,1.76425151,2.925662744
2.280874935,1.765204434,2.928862019
2.282690808,1.766047084,2.932060763
2.284506754,1.766889148,2.935258966
2.286322772,1.767730624,2.938456618
2.28813886,1.768571513,2.941653711
2.289955016,1.769411815,2.944850236
2.291771238,1.770251531,2.948046183
2.293587526,1.77109066,2.951241545
2.295403877,1.771929202,2.954436312
2.297220289,1.772767158,2.957630475
2.299036762,1.773604527,2.960824025
2.300853293,1.77444131,2.964016954
2.302669881,1.775277506,2.967209253
2.304486524,1.776113117,2.970400913
2.30630322,1.776948142,2.973591926
2.308119969,1.77778258,2.977194659
2.309936768,1.778616433,2.980532586
2.311753615,1.779449701,2.983744797
2.31357051,1.780282382,2.986958533
2.31538745,1.781114479,2.990173791
2.317204435,1.78194599,2.993390567
2.319021461,1.782776916,2.996608858
2.320838529,1.783607257,2.999828659
2.322655636,1.784437013,3.003049966
2.32447278,1.785266185,3.006272777
2.326289961,1.786094772,3.009497086
2.328107176,1.786922775,3.012722891
2.329924424,1.787750194,3.015950186
2.331741704,1.788577028,3.019178969
2.333559013,1.789403279,3.022409236
2.335376351,1.790228946,3.025630118
2.337193716,1.79105403,3.028834386
2.339011106,1.79187853,3.032040073
2.34082852,1.792702447,3.035247176
2.342645957,1.793525782,3.03845569
2.344463414,1.794348533,3.041665613
2.34628089,1.795170702,3.04487694
2.348098384,1.795992289,3.048089668
2.349915894,1.796678952,3.051303793
2.351733419,1.797134066,3.054519311
2.353550958,1.797588809,3.057736219
2.355368508,1.798043184,3.060954513
2.357186068,1.79849719,3.063892744
2.359003637,1.798950828,3.066485354
2.360821214,1.7994041,3.069076795
2.362638797,1.799857006,3.072146429
2.364456384,1.800309547,3.075312344
2.366273974,1.800761722,3.078477344
2.368091565,1.801213535,3.081641422
2.369909157,1.801664984,3.084804569
2.371726747,1.80211607,3.087966779
2.373544334,1.802566795,3.091128044
2.375361918,1.803017159,3.094288357
2.377179495,1.803467163,3.09744771
2.378997066,1.803916808,3.100606096
2.380814628,1.804366094,3.103763508
2.38263218,1.804815022,3.106919938
2.384449721,1.805263592,3.110075379
2.386267249,1.805711806,3.113229824
2.388084763,1.806159664,3.116383266
2.389902261,1.806607167,3.119535697
2.391719743,1.807054315,3.122687111
2.393537206,1.80750111,3.125837501
2.39535465,1.807947551,3.128986859
2.397172072,1.80839364,3.132135178
2.398989473,1.808839378,3.135282452
2.400806849,1.809284764,3.138428674
2.4026242,1.809820086,3.141573836
2.404441525,1.810480489,3.144717932
2.406258822,1.811140256,3.147860955
2.40807609,1.811799388,3.151002898
2.409893327,1.812457884,3.154143754
2.411710533,1.813115747,3.157283517
2.413527705,1.813772976,3.1605185
2.415344843,1.814429572,3.164001809
2.417161944,1.815085537,3.167487025
2.418979009,1.815740869,3.170974142
2.420796035,1.816395571,3.174463159
2.422613022,1.817049643,3.177954071
2.424429967,1.817703085,3.181446874
2.42624687,1.818355898,3.184941566
2.42806373,1.819008084,3.188438141
2.429880544,1.819659641,3.191936598
2.431697312,1.820310572,3.195436931
2.433514033,1.820960877,3.198939137
2.435330704,1.821610557,3.202443213
2.437147326,1.822259611,3.205949155
2.438963897,1.822908042,3.209456959
2.440780414,1.823555849,3.212966622
2.442596878,1.824203033,3.216478139
2.444413287,1.824849595,3.219991508
2.446229639,1.825360646,3.223506725
2.448045934,1.825734619,3.227023785
2.44986217,1.826116547,3.230542685
2.451678346,1.826502575,3.234063421
2.45349446,1.826888299,3.237585991
2.455310512,1.827273719,3.240982801
2.457126501,1.827658838,3.244298284
2.458942424,1.828043654,3.247615015
2.460758281,1.828428168,3.250932989
2.462574071,1.828812382,3.254252204
2.464389792,1.829196295,3.257572654
2.466205443,1.829786607,3.260894337
2.468021023,1.830708167,3.264217247
2.469836531,1.831640651,3.267541382
2.471651966,1.832577755,3.270866737
2.473467326,1.833514691,3.274302553
2.475282611,1.834451458,3.277895751
2.477097819,1.835388056,3.28149082
2.478912948,1.836324483,3.285087756
2.480727999,1.837260739,3.288686556
2.482542969,1.838196824,3.292287216
2.484357857,1.839132736,3.295889732
2.486172663,1.839805758,3.299494101
2.487987385,1.840786194,3.303100318
2.489802022,1.841780523,3.306708379
2.491616573,1.842774769,3.310318282
2.493431037,1.843768929,3.313930022
2.495245412,1.844698976,3.317543595
2.497059698,1.845624432,3.321158997
2.498873893,1.846549697,3.324776225
2.500687997,1.847474769,3.328395275
2.502502008,1.848399649,3.332016144
2.504315925,1.849324334,3.335638826
2.506129746,1.850248825,3.339263319
2.507943472,1.851173121,3.342889618
2.509757101,1.852097222,3.34651772
2.511570631,1.853021126,3.350147621
2.513384062,1.853944833,3.353779317
2.515197393,1.854868342,3.357412804
2.517010621,1.855791652,3.361048079
2.518823748,1.856714764,3.364683964
2.520636771,1.857637676,3.368313191
2.522449688,1.858560387,3.371944171
2.524262501,1.859491645,3.375382736
2.526075206,1.860423982,3.378605401
2.527887804,1.861356137,3.381828904
2.529700292,1.862288109,3.385053244
2.531512671,1.863219898,3.388278416
2.533324938,1.864151503,3.392169655
2.535137094,1.864948323,3.396300571
2.536949136,1.865453404,3.400434706
2.538761065,1.865958184,3.404572058
2.540572878,1.866462662,3.408459737
2.542384575,1.866966839,3.412127432
2.544196155,1.867470716,3.415789053
2.546007617,1.867974294,3.419452399
2.54781896,1.868477572,3.423117467
2.549630183,1.868980551,3.426784253
2.551441284,1.869483231,3.42957756
2.553252264,1.869985614,3.431498645
2.55506312,1.870864027,3.433419124
2.556873852,1.871879796,3.435338998
2.558684459,1.872895766,3.437258269
2.560494941,1.873911934,3.439991909
2.562305295,1.874928302,3.443230768
2.564115521,1.875944869,3.446469429
2.565925618,1.876961633,3.44970864
2.567735585,1.877646008,3.452948621
2.569545422,1.878155577,3.456189368
2.571355126,1.878664832,3.459430879
2.573164698,1.879173775,3.46267315
2.574974137,1.879682406,3.465916179
2.57678344,1.880190724,3.469159962
2.578592608,1.880698731,3.472397557
2.58040164,1.881206428,3.475626163
2.582210534,1.881713813,3.47885543
2.58401929,1.882220889,3.482085355
2.585827906,1.882727655,3.485315935
2.587636382,1.883234112,3.488547167
2.589444718,1.883740261,3.491779047
2.591252911,1.884246101,3.495011573
2.593060961,1.884751634,3.498244742
2.594868868,1.88525686,3.50147855
2.59667663,1.885761779,3.504712995
2.598484246,1.886266391,3.508148053
2.600291716,1.886770698,3.512106381
2.602099039,1.887274699,3.516067876
2.603906213,1.887778396,3.52003254
2.605713238,1.888281788,3.524000371
2.607520113,1.888784876,3.52797137
2.609326838,1.88928766,3.531945536
2.611133411,1.889790142,3.535922868
2.612939831,1.890292321,3.539903367
2.614746097,1.890794197,3.543887032
2.61655221,1.891295772,3.547224296
2.618358167,1.891797046,3.550193457
2.620163968,1.892298019,3.553160872
2.621969613,1.892798691,3.55612654
2.6237751,1.893299063,3.559090456
2.625580428,1.893799136,3.56205262
2.627385597,1.89429891,3.565013027
2.629190606,1.894798385,3.567971676
2.630995454,1.895297562,3.570928564
2.63280014,1.895796442,3.573883688
2.634604664,1.896295024,3.576837046
2.636409024,1.896793309,3.579788635
2.638213219,1.897291298,3.582738453
2.64001725,1.89778899,3.585686497
2.641821115,1.898286388,3.588632765
2.643624814,1.89878349,3.591577255
2.645428345,1.899280297,3.594961472
2.647231707,1.89977681,3.598395473
2.649034901,1.900273029,3.601830351
2.650837925,1.900768955,3.605266103
2.652640778,1.901264588,3.608698287
2.65444346,1.901759928,3.612109392
2.65624597,1.902254976,3.615521265
2.658048307,1.902749733,3.618933902
2.65985047,1.903244198,3.622347297
2.661652459,1.903740858,3.625761449
2.663454272,1.904237503,3.629176352
2.66525591,1.904733851,3.632592002
2.667057371,1.905229904,3.636008397
2.668858655,1.905725661,3.639425532
2.67065976,1.906221123,3.642843404
2.672460686,1.90671629,3.646262007
2.674261433,1.907211163,3.649681339
2.676061999,1.907705742,3.653101396
2.677862384,1.908208271,3.656522174
2.679662588,1.90871183,3.659943669
2.681462608,1.909215108,3.663365877
2.683262446,1.909718104,3.666788794
2.685062099,1.910220818,3.670212417
2.686861567,1.910723251,3.673636741
2.68866085,1.911225404,3.677061763
2.690459947,1.911727276,3.68048748
2.692258857,1.912228868,3.683913886
2.694057579,1.913032034,3.687340978
2.695856113,1.913978361,3.690768753
2.697654458,1.914924562,3.694197207
2.699452614,1.915870637,3.697626336
2.701250579,1.916816585,3.701056135
2.703048353,1.917762404,3.704486602
2.704845935,1.918708096,3.707917731
2.706643325,1.919653658,3.711349521
2.708440521,1.920210468,3.714781966
2.710237524,1.920674319,3.718215063
2.712034332,1.921137896,3.721648808
2.713830946,1.921601201,3.725083198
2.715627363,1.922064233,3.728518228
2.717423584,1.922526993,3.731953895
2.719219608,1.922989482,3.735390194
2.721015434,1.923451699,3.738827123
2.722811062,1.923913832,3.742264677
2.72460649,1.924379954,3.745702852
2.726401719,1.9248458,3.749141645
2.728196748,1.92531137,3.752581052
2.729991575,1.925776665,3.756021069
2.731786201,1.926241684,3.759461693
2.733580625,1.926706429,3.762902919
2.735374845,1.927170899,3.766344744
2.737168863,1.927635095,3.769787164
2.738962676,1.928099018,3.773230175
2.740756284,1.928562668,3.776408717
2.742549687,1.929026044,3.779545584
2.744342884,1.929489149,3.783599357
2.746135874,1.929951981,3.78707826
2.747928657,1.930414542,3.790557843
2.749721232,1.930876831,3.794038102
2.751513598,1.93133885,3.797519034
2.753305756,1.931800598,3.801000635
2.755097704,1.932370851,3.804482902
2.756889442,1.933023412,3.80796583
2.758680968,1.933679665,3.811449416
2.760472284,1.934459119,3.814933656
2.762263387,1.935245418,3.818418546
2.764054278,1.936031378,3.821904083
2.765844956,1.936816998,3.825390263
2.767635419,1.937427501,3.828877082
2.769425669,1.937857653,3.832364537
2.771215703,1.938287538,3.835852623
2.773005522,1.938879625,3.839341338
2.774795125,1.939522221,3.842830677
2.776584512,1.940164316,3.846320636
2.778373681,1.940805909,3.849811213
2.780162632,1.941447,3.853302402
2.781951365,1.942087592,3.856794202
2.783739879,1.942727684,3.860286607
2.785528174,1.943367277,3.86377168
2.787316249,1.944006372,3.867227097
2.789104104,1.944651772,3.870682981
2.790891737,1.945300229,3.874133335
2.792679148,1.945948189,3.877580058
2.794466338,1.946595652,3.881027237
2.796253305,1.947242619,3.884474871
2.798040049,1.94788909,3.887922954
2.799826569,1.948535067,3.891371483
2.801612864,1.94918055,3.894820455
2.803398935,1.949825539,3.898269866
2.805184781,1.950470035,3.901719712
2.806970401,1.951132498,3.90516999
2.808755794,1.951960388,3.908620696
2.810540961,1.952787976,3.912071827
2.8123259,1.953615261,3.915523378
2.814110611,1.954442241,3.918975347
2.815895094,1.955268917,3.922427729
2.817679348,1.956095289,3.925880521
2.819463373,1.956921355,3.92933372
2.821247167,1.957747115,3.932787322
2.823030732,1.95857257,3.936241323
2.824814065,1.959397717,3.939695719
2.826597167,1.960222557,3.942509707
2.828380037,1.96104709,3.945003453
2.830162675,1.961871315,3.947495953
2.83194508,1.962695231,3.949987209
2.833727252,1.963518838,3.952477222
2.83550919,1.964342135,3.954965991
2.837290893,1.965165122,3.958058282
2.839072362,1.965987799,3.961946539
2.840853595,1.966810165,3.965836001
2.842634593,1.96763222,3.969726663
2.844415355,1.968453963,3.97361852
2.84619588,1.969275394,3.977511568
2.847976168,1.970096511,3.981405802
2.849756218,1.970917316,3.985289969
2.851536031,1.971737807,3.989170735
2.853315604,1.972557984,3.993052631
2.855094939,1.973377847,3.996559707
2.856874035,1.974197394,3.999434824
2.85865289,1.975016626,4.00230864
2.860431506,1.975835542,4.005181155
2.862209881,1.976654142,4.008052369
2.863988014,1.977472425,4.010918072
2.865765906,1.977836334,4.013775987
2.867543556,1.978163945,4.016632582
2.869320963,1.978491334,4.019487856
2.871098128,1.978818501,4.022341809
2.872875049,1.979145447,4.025194442
2.874651726,1.979472172,4.028045754
2.876428159,1.979798676,4.030895747
2.878204347,1.98012496,4.03374442
2.879980291,1.980451024,4.036591773
2.881755989,1.980776868,4.039437807
2.883531441,1.981102493,4.042282521
2.885306646,1.981427899,4.045125917
2.887081605,1.981753087,4.047967995
2.888856317,1.982078056,4.050808753
2.890630782,1.982402807,4.053648194
2.892404998,1.982727341,4.056486317
2.894178966,1.983051658,4.059323123
2.895952685,1.983375758,4.062158611
2.897726155,1.983699641,4.064992783
2.899499376,1.984023309,4.067825638
2.901272346,1.98434676,4.070657177
2.903045066,1.984901402,4.0734874
2.904817536,1.985506776,4.076316307
2.906589754,1.986111696,4.079143899
2.908361721,1.986718003,4.081970177
2.910133435,1.987331113,4.08479514
2.911904898,1.987943764,4.087618788
2.913676108,1.988555959,4.090481188
2.915447064,1.989167698,4.093976464
2.917217768,1.989778981,4.097472145
2.918988217,1.990389809,4.100968229
2.920758412,1.991000182,4.104464714
2.922528353,1.991610102,4.107961596
2.924298039,1.992219569,4.111458873
2.926067469,1.992828584,4.114956541
2.927836644,1.993437146,4.118454599
2.929605563,1.994045258,4.121953042
2.931374225,1.994652918,4.125451869
2.933142631,1.995260129,4.128951076
2.934910779,1.995866891,4.13245066
2.93667867,1.996496405,4.13595062
2.938446303,1.997167134,4.139450951
2.940213678,1.997837461,4.142951651
2.941980794,1.998507386,4.146452717
2.943747652,1.99917691,4.149954147
2.94551425,1.999846031,4.153455937
2.947280589,2.000514752,4.156958085
2.949046667,2.00118307,4.160460589
2.950812486,2.001850986,4.163963444
2.952578043,2.0025185,4.167466649
2.95434334,2.003185612,4.1709702
2.956108376,2.003852322,4.174474095
2.95787315,2.00451863,4.177978331
2.959637662,2.005184535,4.181475335
2.961401911,2.005850038,4.184963451
2.963165898,2.006515139,4.188451869
2.964929622,2.007179837,4.191940586
2.966693083,2.007844132,4.195429599
2.96845628,2.008508025,4.198918907
2.970219213,2.009171515,4.202408505
2.971981882,2.009835745,4.205898391
2.973744287,2.010501699,4.209388564
2.975506426,2.011167252,4.212879019
2.977268301,2.011832404,4.216369755
2.97902991,2.012497154,4.219860769
2.980791252,2.013161504,4.223352058
2.982552329,2.013825452,4.22684362
2.98431314,2.014488999,4.230335451
2.986073683,2.015152144,4.23382755
2.98783396,2.015814887,4.237319914
2.989593969,2.016477229,4.24081254
2.991353711,2.017139169,4.244305425
2.993113184,2.017800708,4.247798568
2.99487239,2.018461845,4.251291964
2.996631326,2.019122579,4.254785613
2.998389994,2.019782912,4.25827951
3.000148393,2.020442843,4.261773654
3.001906522,2.021102372,4.265268042
3.003664382,2.021761498,4.268762672
3.005421971,2.022420223,4.27225754
3.007179291,2.023078545,4.275752645
3.008936339,2.023736465,4.279247983
3.010693117,2.024406636,4.282743552
3.012449623,2.025123156,4.28623935
3.014205859,2.025839309,4.289735374
3.015961822,2.026555096,4.293231622
3.017717513,2.027270516,4.296728091
3.019472932,2.027955516,4.300224777
3.021228079,2.02848958,4.30329811
3.022982953,2.029023418,4.306109697
3.024737553,2.029624979,4.308920263
3.02649188,2.030274253,4.311729808
3.028245934,2.030923128,4.314538333
3.029999714,2.031571604,4.317345839
3.031753219,2.03221968,4.320152326
3.03350645,2.032867357,4.322957795
3.035259407,2.033514635,4.325762247
3.037012088,2.034161514,4.328565682
3.038764494,2.034807993,4.331368101
3.040516625,2.035454073,4.334169505
3.04226848,2.036099753,4.336969895
3.044020058,2.036745035,4.339769271
3.045771361,2.037389916,4.342567633
3.047522387,2.038034399,4.345364983
3.049273137,2.038678482,4.348161322
3.051023609,2.039322165,4.350956649
3.052773804,2.039965449,4.354286162
3.054523722,2.040608334,4.358274041
3.056273362,2.041250819,4.362262791
3.058022724,2.041892905,4.366252407
3.059771807,2.042534591,4.370242885
3.061520612,2.043175878,4.374234222
3.063269139,2.043816765,4.378226414
3.065017386,2.044457252,4.382219456
3.066765355,2.045097341,4.386213345
3.068513044,2.045737029,4.390208076
3.070260453,2.046376318,4.394203646
3.072007582,2.047015208,4.398200051
3.073754431,2.047653698,4.402197286
3.075501,2.048291789,4.406195347
3.077247288,2.04892948,4.410194232
3.078993296,2.049566771,4.414193935
3.080739022,2.050203663,4.418194452
3.082484467,2.050840156,4.42219578
3.084229631,2.051476249,4.426197916
3.085974513,2.052111943,4.430194267
3.087719113,2.052747237,4.434174694
3.089463431,2.053382131,4.438155863
3.091207466,2.054016627,4.441454497
3.092951219,2.054650722,4.444074533
3.094694689,2.055284419,4.446692679
3.096437876,2.055917716,4.449308936
3.09818078,2.056550613,4.451923307
3.0999234,2.057183112,4.454532373
3.101665737,2.057815211,4.457130503
3.10340779,2.05844691,4.459726736
3.105149558,2.059078211,4.462321073
3.106891043,2.059709112,4.464913515
3.108632243,2.060339613,4.467504065
3.110373158,2.060817213,4.470092724
3.112113788,2.061204741,4.472679494
3.113854134,2.061592065,4.475264377
3.115594194,2.061979183,4.477847375
3.117333968,2.062366098,4.480428489
3.119073457,2.062752808,4.483007722
3.12081266,2.063139315,4.485585074
3.122551576,2.063525618,4.488160549
3.124290207,2.063911718,4.490734147
3.126028551,2.064297615,4.493305871
3.127766608,2.064683309,4.495875723
3.129504378,2.0650688,4.498443704
3.131241862,2.065454089,4.50243962
3.132979058,2.065839177,4.506593908
3.134715966,2.066224062,4.510750163
3.136452587,2.066608746,4.514908384
3.13818892,2.066993229,4.51906857
3.139924966,2.06737751,4.523230717
3.141660723,2.067761591,4.527394825
3.143396191,2.068145471,4.531560891
3.145131371,2.068529151,4.535728915
3.146866263,2.068912631,4.539898893
3.148600865,2.069295911,4.544070825
3.150335179,2.069678992,4.548244708
3.152069203,2.070061873,4.55242054
3.153802937,2.070444556,4.556598321
3.155536382,2.070827039,4.560778048
3.157269538,2.071209863,4.564959718
3.159002403,2.071592909,4.569143331
3.160734978,2.071975752,4.573328885
3.162467263,2.072358394,4.577516377
3.164199257,2.072740833,4.581705807
3.165930961,2.073123071,4.585897171
3.167662374,2.073505108,4.590090469
3.169393496,2.073886944,4.594285698
3.171124327,2.074268579,4.598482857
3.172854866,2.074650013,4.602681944
3.174585114,2.075031247,4.606882956
3.176315071,2.075412281,4.611085893
3.178044735,2.075871107,4.615290752
3.179774108,2.076414909,4.619497532
3.181503188,2.07695835,4.62370623
3.183231977,2.077501862,4.627916845
3.184960473,2.078047968,4.632129375
3.186688676,2.078593714,4.636343818
3.188416586,2.079139101,4.640560172
3.190144204,2.07968413,4.644778436
3.191871529,2.080228801,4.648994394
3.19359856,2.080773115,4.652539505
3.195325298,2.081317073,4.656084673
3.197051743,2.081860674,4.659629896
3.198777893,2.08240392,4.663175174
3.20050375,2.082946811,4.666720503
3.202229314,2.083489348,4.670265881
3.203954583,2.084031531,4.673811307
3.205679557,2.08457336,4.677356777
3.207404238,2.085114837,4.680938049
3.209128624,2.085655962,4.685073846
3.210852715,2.086196735,4.689210313
3.212576511,2.086737157,4.693347444
3.214300013,2.087277228,4.697485237
3.216023219,2.087816949,4.701623688
3.21774613,2.088356321,4.705762793
3.219468746,2.088895343,4.709902548
3.221191067,2.089434017,4.71404295
3.222913091,2.089972344,4.718183995
3.22463482,2.090510323,4.722325679
3.226356253,2.091047955,4.726467998
3.22807739,2.09158524,4.730610949
3.229798231,2.09212218,4.734754529
3.231518775,2.092658775,4.738898732
3.233239023,2.093195025,4.743043557
3.234958974,2.093730931,4.747188998
3.236678629,2.094266493,4.751335053
3.238397987,2.094801712,4.755481717
3.240117048,2.095336589,4.759628987
3.241835812,2.095871123,4.763770739
3.243554279,2.096405316,4.767899036
3.245272448,2.096939168,4.772027873
3.24699032,2.097472679,4.776157246
3.248707894,2.098005851,4.780287151
3.250425171,2.098538682,4.784417585
3.252142149,2.099071176,4.788548544
3.25385883,2.09960333,4.792680024
3.255575213,2.100135147,4.796812022
3.257291298,2.100666626,4.800944534
3.259007084,2.101197769,4.805077556
3.260722572,2.101728575,4.809211085
3.262437761,2.102259046,4.813345118
3.264152652,2.102789181,4.81747965
3.265867244,2.103318981,4.821318436
3.267581537,2.103848448,4.824819351
3.269295531,2.10437758,4.828674273
3.271009226,2.104906379,4.833040192
3.272722622,2.105434846,4.837407974
3.274435718,2.10596298,4.841777617
3.276148515,2.106490783,4.846149118
3.277861013,2.107018254,4.850522476
3.279573211,2.107545395,4.854855429
3.281285109,2.108072206,4.859017292
3.282996707,2.108598687,4.863179671
3.284708005,2.109124839,4.867342563
3.286419003,2.109650663,4.871505964
3.288129701,2.110176158,4.875669871
3.289840099,2.110701326,4.87983428
3.291550196,2.111226166,4.883999187
3.293259993,2.11175068,4.888164589
3.294969489,2.112274868,4.892330482
3.296678685,2.11279873,4.896496864
3.29838758,2.113322268,4.900632849
3.300096174,2.11384548,4.904769186
3.301804467,2.114368369,4.908928749
3.303512458,2.114890934,4.913100532
3.305220149,2.115413176,4.917272793
3.306927538,2.115935095,4.921445531
3.308634626,2.116456693,4.92561874
3.310341413,2.116977968,4.929792418
3.312047898,2.117498923,4.933966561
3.313754081,2.118019557,4.938141165
3.315459963,2.118539871,4.942316227
3.317165542,2.119059865,4.946491745
3.31887082,2.11957954,4.950667713
3.320575796,2.120098897,4.954844129
3.32228047,2.120617935,4.95902099
3.323984841,2.121136656,4.963198291
3.32568891,2.12165506,4.96737603
3.327392677,2.122173147,4.971554203
3.329096141,2.122690918,4.975732806
3.330799303,2.123208373,4.979911837
3.332502162,2.123725513,4.984091291
3.334204719,2.124242338,4.988271166
3.335906972,2.124758849,4.992450245
3.337608923,2.125275047,4.99662729
3.339310571,2.125790931,5.000804736
3.341011916,2.126306502,5.00498258
3.342712957,2.126821761,5.009160818
3.344413696,2.127336708,5.013339447
3.346114131,2.127851344,5.017518464
3.347814263,2.128365669,5.021697866
3.349514091,2.128879684,5.025877648
3.351213616,2.129393389,5.030057809
3.352912837,2.129906784,5.034238343
3.354611754,2.130419871,5.038419248
3.356310368,2.130932649,5.042600521
3.358008678,2.131445119,5.046782158
3.359706684,2.131957282,5.050964156
3.361404386,2.132469137,5.055146512
3.363101784,2.132980686,5.059329222
3.364798878,2.133491929,5.063512283
3.366495667,2.134002866,5.067695691
3.368192152,2.134513499,5.071879444
3.369888333,2.135023826,5.076063537
3.37158421,2.135533849,5.080247968
3.373279782,2.136043569,5.084432734
3.37497505,2.136552985,5.088617831
3.376670012,2.137062099,5.092803255
3.378364671,2.13757091,5.096989005
3.380059024,2.138079419,5.101175075
3.381753073,2.138587627,5.105361463
3.383446816,2.139095534,5.109548166
3.385140255,2.139603141,5.113735181
3.386833389,2.140110447,5.117922504
3.388526218,2.140617454,5.122110132
3.390218741,2.141124162,5.126298061
3.391910959,2.141630572,5.130486289
3.393602872,2.142136683,5.134674813
3.39529448,2.142642496,5.138863628
3.396985782,2.143148013,5.143052732
3.398676779,2.143653232,5.147242122
3.400367471,2.144158155,5.151431795
3.402057856,2.144662782,5.155621746
3.403747936,2.145167114,5.159811974
3.405437711,2.145671151,5.164002474
3.407127179,2.146174893,5.168193244
3.408816342,2.146678341,5.172384281
3.410505199,2.147181496,5.176575581
3.41219375,2.147684358,5.180767141
3.413881995,2.148186926,5.184958958
3.415569934,2.148689203,5.189151029
3.417257567,2.149191188,5.193342881
3.418944894,2.149692881,5.197524867
3.420631914,2.150194283,5.201707058
3.422318629,2.150695395,5.205889452
3.424005037,2.151196217,5.210072046
3.425691138,2.15169675,5.214254835
3.427376934,2.152196993,5.218437817
3.429062422,2.152696948,5.22262099
3.430747605,2.153196614,5.226804349
3.43243248,2.153695992,5.230987891
3.43411705,2.154195084,5.235171615
3.435801312,2.154693888,5.239355515
3.437485268,2.155192406,5.243539591
3.439168917,2.155690637,5.247723837
3.440852259,2.156188583,5.251908252
3.442535294,2.156686244,5.256092831
3.444218023,2.157183621,5.260277573
3.445900444,2.157680713,5.264462474
3.447582559,2.158177521,5.268647531
3.449264366,2.158675343,5.27283274
3.450945867,2.159173274,5.2770181
3.45262706,2.159670918,5.281203606
3.454307946,2.160168277,5.285389256
3.455988525,2.160665349,5.289575047
3.457668797,2.161162137,5.293760976
3.459348762,2.16165864,5.297947039
3.461028419,2.162154858,5.302133234
3.462707768,2.162650792,5.306319558
3.464386811,2.163146443,5.310506007
3.466065546,2.163641811,5.314692579
3.467743973,2.164136897,5.318879271
3.469422093,2.1646317,5.32306608
3.471099906,2.165126221,5.327253002
3.47277741,2.165620461,5.331440035
3.474454608,2.16611442,5.335627176
3.476131497,2.166608099,5.339814422
3.477808079,2.167101497,5.34400177
3.479484353,2.167594616,5.348189217
3.481160319,2.168087455,5.35237676
3.482835978,2.168580016,5.356564396
3.484511328,2.169072298,5.360752122
3.486186371,2.169564303,5.364939936
3.487861106,2.170056029,5.369127833
3.489535533,2.170547479,5.373315813
3.491209652,2.171038652,5.377503871
3.492883463,2.171529548,5.381692004
3.494556965,2.172020169,5.38588021
3.49623016,2.172510514,5.390068487
3.497903047,2.173000584,5.39425683
3.499575626,2.173490379,5.398445237
3.501247896,2.1739799,5.402612032
3.502919858,2.174469148,5.406777971
3.504591512,2.174958122,5.410943952
3.506262858,2.175446822,5.415109972
3.507933896,2.175935251,5.419276028
3.509604625,2.176423407,5.423442117
3.511275046,2.176911291,5.427608237
3.512945158,2.177398904,5.431774385
3.514614963,2.177886246,5.435940558
3.516284458,2.178373317,5.440106754
3.517953646,2.178860118,5.444272969
3.519622525,2.179346649,5.448439202
3.521291095,2.179832911,5.452605449
3.522959357,2.180318905,5.456771707
3.52462731,2.180804629,5.460937975
3.526294955,2.181290085,5.465104249
3.527962292,2.181775274,5.469270526
3.529629319,2.182260195,5.473436805
3.531296039,2.18274485,5.477603081
3.532962449,2.183229237,5.480979511
3.534628551,2.183713359,5.484196838
3.536294344,2.184197215,5.487413622
3.537959829,2.184680805,5.490629866
3.539625004,2.185164131,5.493845568
3.541289871,2.185647192,5.497060731
3.54295443,2.186129989,5.500275354
3.544618679,2.186612522,5.50348944
3.54628262,2.187094791,5.506702988
3.547946252,2.187576798,5.509915999
3.549609575,2.188058542,5.513128475
3.551272589,2.188540024,5.516340416
3.552935295,2.189021244,5.519551822
3.554597692,2.189502202,5.522762695
3.556259779,2.1899829,5.525973036
3.557921558,2.190463337,5.529182844
3.559583028,2.190943513,5.532392122
3.561244189,2.19142343,5.53560087
3.562905041,2.191903087,5.538809088
3.564565584,2.192382486,5.542016778
